"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","1.95","1.95","-91.18","-91.18","SAQ","-1988","-1988","s_TR16425D-1 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","49.92","1.57","","14.7","0.01","1.71","9.19","11.05","12.1","7.45","0.2","","0.25","2.52","0.18","","0.37","0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","","332","234","","","46","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9","18","","14.1","4.1","1.5","","0.9","","","","0.66","3.5","0.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7415-TR164 25D-1",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","1.95","1.95","-91.18","-91.18","SAQ","-1988","-1988","s_TR16425D-2 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","48.54","1.58","","16.1","0.03","1.87","7.9","9.63","12.24","8.25","0.13","","0.38","2.41","0.26","","0.55","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","","269","292","","","46","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9","18.7","","11.8","4.1","1.3","","0.8","","","","","2.5","0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7415-TR164 25D-2",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","1.96","1.96","-91.24","-91.24","SAQ","-1675","-1675","s_TR16424D-3 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","49.78","1.84","","14.21","0","1.99","10.35","12.11","11.18","6.84","0.24","","0.24","2.62","0.21","","0.25","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","","382","210","","","47","","","","","","","","","","","","","","","","","","","","","","","","","","","7.7","18.7","","18.8","5","1.8","","1.4","","","","0.85","4.3","0.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7416-TR164 24D-3",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","1.99","1.99","-91.61","-91.61","SAQ","-2016","-2016","s_CTW10D-1 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","50.26","1.34","","15.16","0.02","1.46","8.98","11.09","12.42","7.61","0.19","","0.17","2.35","0.14","","0.22","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","","313","243","","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1","13.8","","10.9","3.4","1.3","","0.8","","","","0.63","3.2","0.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7418-CTW 10D-1",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.02","2.02","-91.81","-91.81","SAQ","-1945","-1945","s_TR16410D-1 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","49.06","1.56","","15.64","0.02","1.99","8.25","10.14","11.83","8","0.15","","0.33","2.64","0.19","","0.5","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","305","254","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","8","20.8","","15.1","4.4","1.5","","0.9","","","","0.71","3.3","0.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7419-TR164 10D-1",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.09","2.09","-92.24","-92.24","SAQ","-1815","-1815","s_TR16411D-1 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","49.69","1.88","","14.6","0","2.63","8.84","11.01","11.66","6.78","0.19","","0.37","2.95","0.23","","0.25","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","","356","137","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5","24.5","","18.3","5.4","1.8","","1.1","","","","0.84","3.9","0.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7420-TR164 11D-1",
"[2124][2105]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.25","2.25","-92.69","-92.69","SAQ","-1983","-1983","s_TR16412D-1 [2124]","BASALT [2124]","","","","","","","","","VOL","","","","","GL [2124] / WR [2105] ","50.25","1.25","","14.42","0.01","","","10.2","12.05","7.74","0.19","","0.14","2.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","","302","194","","","41","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8","","","","2.7","1.1","","","","","","0.36","2.5","0.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7421-TR164 12D-1",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.29","2.29","-92.9","-92.9","SAQ","-2115","-2115","s_TR16423D-2 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","50.98","1.67","","13.34","0","2.02","10.42","11.63","11.09","6.65","0.2","","0.21","2.57","0.18","","0.33","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","","399","88","","","48","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6","15.8","","14.4","4.5","1.5","","1.2","","","","0.83","4.3","0.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7422-TR164 23D-2",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.42","2.42","-93.34","-93.34","SAQ","-2380","-2380","s_TR16413D-1 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","50.42","1.46","","13.68","0.01","1.91","9.95","11.4","11.72","7.16","0.18","","0.18","2.35","0.15","","0.26","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","","389","145","","","48","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5","15.9","","11.4","3.9","1.4","","1","","","","0.73","3.9","0.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7423-TR164 13D-1",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.47","2.47","-93.76","-93.76","SAQ","-2213","-2213","s_TR16414D-1 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","50.49","1.6","","14.25","0","2.05","10.09","12.17","11.33","6.86","0.2","","0.18","2.49","0.16","","0.33","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","","386","114","","","46","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5","15.8","","13","4.3","1.4","","1.2","","","","0.67","4.3","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7424-TR164 14D-1",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.52","2.52","-94.06","-94.06","SAQ","-2420","-2420","s_TR16415D-1 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","50.31","1.19","","15.68","0.01","1.09","8.73","10.65","12.71","7.54","0.2","","0.14","2.2","0.09","","0.36","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","316","266","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","11.4","","6.3","2.8","1.1","","1.1","","","","0.53","3.8","0.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7425-TR164 15D-1",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.56","2.56","-94.45","-94.45","SAQ","-2380","-2380","s_TR16416D-1 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","50.82","1.57","","14.14","0","1.85","10.19","11.9","11.29","6.96","0.21","","0.15","2.41","0.16","","0.39","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","","383","408","","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","5","13.1","","","4","1.3","","1","","","","0.67","4.4","0.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7426-TR164 16D-1",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.57","2.57","-94.87","-94.87","SAQ","-2550","-2550","s_TR16417D-1 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","50.31","1.77","","13.69","0.01","1.96","10.8","12.55","10.93","7.01","0.18","","0.19","2.48","0.18","","0.36","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","","425","156","","","48","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","16.8","","15.4","4.9","1.6","","1.1","","","","0.88","4.7","0.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7427-TR164 17D-1",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.6","2.6","-95.33","-95.33","SAQ","-3109","-3109","s_DSD-8A [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","50.23","1.62","","14.22","0.02","1.74","10.39","11.42","11.06","7.52","0.2","","0.14","2.34","0.19","","0.36","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","","349","232","","","47","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","13.5","","10.7","4","1.4","","1.1","","","","0.81","4.4","0.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7428-DS D-8A",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.42","2.42","-95.41","-95.41","SAQ","-2103","-2103","s_DSD-7A [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","50.15","1.13","","15.87","0.02","1.44","7.74","9.23","12.27","8.12","0.14","","0.11","2.22","0.11","","0.38","0.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","","279","385","","","41","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","9.1","","6.7","2.7","1","","0.7","","","","0.48","2.7","0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7429-DS D-7A",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.44","2.44","-95.62","-95.62","SAQ","-2743","-2743","s_DSD-5 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","49.76","1.1","","15.71","0.04","1.17","8.05","8.87","12.09","9","0.11","","0.07","2.26","0.11","","0.21","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","","268","445","","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","8.6","","","2.6","0.9","","0.7","","","","0.4","2.6","0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7430-DS D-5",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.29","2.29","-96.18","-96.18","SAQ","-2865","-2865","s_TR16418D-3 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","49.41","0.97","","16.92","0.06","1.19","7.2","9.4","13.01","7.97","0.15","","0.05","2.33","0.08","","0.24","0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","","261","365","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","5.7","","7.1","2.2","0.9","","0.7","","","","0.56","2.7","0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7431-TR164 18D-3",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.29","2.29","-96.18","-96.18","SAQ","-2865","-2865","s_TR16419D-1 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","49.16","1.11","","15.8","0.04","1.18","7.95","9.33","12.49","8.62","0.17","","0.03","2.24","0.08","","0.14","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","","252","316","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","8.1","","7.1","2.7","1.1","","0.8","","","","","3.3","0.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7431-TR164 19D-1",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.12","2.12","-97.19","-97.19","SAQ","-3338","-3338","s_TR16420D-1 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","50.16","1.23","","15.67","0.03","1.64","7.87","9.33","11.98","8.55","0.16","","0.06","2.34","0.11","","0.13","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","","303","357","","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","8.6","","9.3","3.2","1.1","","0.7","","","","0.54","2.9","0.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7432-TR164 20D-1",
"[2124][2105]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.24","2.24","-97.86","-97.86","SAQ","-3200","-3200","s_TR16421D-4 [2124]","BASALT [2124]","","","","","","","","","VOL","","","","","GL [2124] / WR [2105] ","50.34","1.48","","14.47","0.02","","","10.03","12.37","8.01","0.2","","0.07","2.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","","300","204","","","41","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","7.1","","6","3","0.9","","0.7","","","","0.39","2.8","0.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7433-TR164 21D-4",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.31","2.31","-98.54","-98.54","SAQ","-2660","-2660","s_TR16422D-1 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","49.79","1.58","","16.21","0.05","1.39","8.4","11.09","12.14","7.15","0.17","","0.05","2.45","0.16","","0.21","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","340","276","","","41","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","10.7","","10.1","4.2","1.4","","1","","","","0.66","4.1","0.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7434-TR164 22D-1",
"[2282]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE / DREDGE 5","","2.44","2.44","-95.62","-95.62","SAQ","-2469","-2469","s_P02.44N1 [2282]","BASALT [2282]","","","","","","","","","VOL","","","","","WR [2282] ","50.13","1.03","","16.24","","","","9.02","12.5","8.43","","","0.06","2.2","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80679",
"[2282]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE / DREDGE 2","","1.04","1.04","-85.12","-85.12","SAQ","-2798","-2798","s_P01.75N1 [2282]","BASALT [2282]","","","","","","","","","VOL","","","","","WR [2282] ","50.02","1.49","","16.29","","","","8.58","11.88","8.01","","","0.08","2.78","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80680",
"[2282]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE / DREDGE 7","","2.42","2.42","-95.41","-95.41","SAQ","-2268","-2268","s_P02.42N1 [2282]","BASALT [2282]","","","","","","","","","VOL","","","","","WR [2282] ","50.75","1.18","","15.52","","","","9.38","12.26","8.09","","","0.11","2.24","0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80681",
"[2282]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE / DREDGE 7","","3.2","3.2","-83.04","-83.04","SAQ","-2600","-2600","s_P03.20N1 [2282]","BASALT [2282]","","","","","","","","","VOL","","","","","WR [2282] ","50.47","1.07","","15.29","","","","9.06","12.54","8.21","","","0.02","2.18","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80682",
"[2282]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE / DREDGE 7","","3.2","3.2","-83.04","-83.04","SAQ","-2600","-2600","s_P03.20N2 [2282]","BASALT [2282]","","","","","","","","","VOL","","","","","WR [2282] ","50.89","1.16","","15.19","","","","8.99","12.52","7.75","","","0.05","2.55","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80683",
"[2282]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE / DREDGE 8","","2.6","2.6","-95.33","-95.33","SAQ","-1308","-1308","s_P02.60N1 [2282]","BASALT [2282]","","","","","","","","","VOL","","","","","WR [2282] ","50.55","0.14","","14.35","","","","0.13","7.42","11.64","","","2.31","10.98","1.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80684",
"[2282]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE / DREDGE 17","","0.82","0.82","-86.13","-86.13","SAQ","-2500","-2500","s_P00.82N2 [2282]","BASALT [2282]","","","","","","","","","VOL","","","","","WR [2282] ","51.35","2.14","","13.21","","","","13.43","10.74","6.12","","","0.1","2.3","0.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80685",
"[2282]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE / DREDGE 17","","0.82","0.82","-86.13","-86.13","SAQ","-2500","-2500","s_P00.82N1 [2282]","BASALT [2282]","","","","","","","","","VOL","","","","","WR [2282] ","51.36","2.15","","13.02","","","","13.97","10.1","5.35","","","0.13","2.62","0.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80686",
"[2282]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE / DREDGE 1","","0.71","0.71","-85.5","-85.5","SAQ","-2523","-2523","s_P00.71N6 [2282]","BASALT [2282]","","","","","","","","","VOL","","","","","WR [2282] ","50.45","2.73","","12.56","","","","15.46","9.97","5.41","","","0.11","2.42","0.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80687",
"[2282]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE / DREDGE 1","","0.71","0.71","-85.5","-85.5","SAQ","-2523","-2523","s_P00.71N1 [2282]","BASALT [2282]","","","","","","","","","VOL","","","","","WR [2282] ","49.91","3.27","","11.93","","","","17.01","9.62","4.79","","","0.16","2.5","0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80688",
"[2282]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE / DREDGE 1","","0.71","0.71","-85.5","-85.5","SAQ","-2523","-2523","s_P000.71N2 [2282]","BASALT [2282]","","","","","","","","","VOL","","","","","WR [2282] ","49.23","3.71","","11.24","","","","18.43","9.18","4.26","","","0.19","2.52","0.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80689",
"[2282]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE / DREDGE 1","","0.71","0.71","-85.5","-85.5","SAQ","-2523","-2523","s_P00.71N3 [2282]","BASALT [2282]","","","","","","","","","VOL","","","","","WR [2282] ","50.03","3.64","","11.56","","","","17.85","9.19","4.12","","","0.18","2.58","0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80690",
"[2282]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE / DREDGE 1","","0.71","0.71","-85.5","-85.5","SAQ","-2523","-2523","s_P00.71N4 [2282]","BASALT [2282]","","","","","","","","","VOL","","","","","WR [2282] ","49.78","3.43","","11.87","","","","17.3","9.22","4.24","","","0.17","2.64","0.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80691",
"[2282]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE / DREDGE 1","","0.71","0.71","-85.5","-85.5","SAQ","-2523","-2523","s_P00.71N5 [2282]","BASALT [2282]","","","","","","","","","VOL","","","","","WR [2282] ","50.44","3.39","","11.95","","","","16.86","8.87","3.61","","","0.21","2.79","0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80692",
"[2282]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE / DREDGE 1","","0.71","0.71","-85.5","-85.5","SAQ","-2523","-2523","s_P00.71N9 [2282]","BASALT [2282]","","","","","","","","","VOL","","","","","WR [2282] ","50.98","3.58","","13.55","","","","16.45","9.25","4.01","","","0.16","2.88","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80693",
