"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[2105]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","0.75","0.75","-88.6","-88.6","SAQ","-1880","-1880","s_TR1644D-1 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","","375","112","","","48","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","9.8","","10.5","4.6","1.5","","1.1","","","","0.68","5","0.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36789",
"[2105]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","0.78","0.78","-88.9","-88.9","SAQ","-1775","-1775","s_TR1645D-3 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","","419","77","","","47","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4","","","","5.1","1.7","","1.1","","","","0.82","4.9","0.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36790",
"[2105]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","0.84","0.84","-89.59","-89.59","SAQ","-1775","-1775","s_TR1646D-3B [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","354","90","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","17.1","41","","23.9","6.4","1.9","","1.2","","","","","3.8","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36791",
"[2105]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","1.96","1.96","-91.24","-91.24","SAQ","-1675","-1675","s_TR16424D-1 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","","411","191","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8","16.4","","12.4","4.9","1.5","","1.1","","","","0.79","3.8","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36797",
"[2105]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.02","2.02","-91.81","-91.81","SAQ","-1945","-1945","s_TR16410D-2 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","","296","271","","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","8.1","20.6","","15.3","4.4","1.6","","1","","","","","3.5","0.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36798",
"[2105]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.09","2.09","-92.24","-92.24","SAQ","-1815","-1815","s_TR16411D-2 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","","336","156","","","43","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3","25","","18.4","5.5","1.9","","","","","","0.74","4.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36799",
"[2105]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.29","2.29","-92.9","-92.9","SAQ","-2115","-2115","s_TR16423D-1 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","","313","231","","","46","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","7","","6","2.4","0.9","","0.6","","","","0.46","2.7","0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36801",
"[2105]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.42","2.42","-93.34","-93.34","SAQ","-2380","-2380","s_TR16413D-2 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","","341","121","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","13","","","3.4","1.3","","0.8","","","","0.59","4.3","0.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36802",
"[2105]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.56","2.56","-94.45","-94.45","SAQ","-2380","-2380","s_TR16416D-2 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","","388","127","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","12.1","","9.6","3.9","1.2","","1","","","","0.74","4.3","0.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36803",
"[2105]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.57","2.57","-94.87","-94.87","SAQ","-2550","-2550","s_TR16417D-4 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","","404","159","","","48","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","16.1","","12.2","4.9","1.4","","1.1","","","","0.8","4.2","0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36804",
"[2105]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.29","2.29","-96.18","-96.18","SAQ","-2865","-2865","s_TR16418D-2 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","","277","258","","","46","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","6.8","","6.7","2.8","0.9","","0.6","","","","0.46","2.7","0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36805",
"[2105]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.29","2.29","-96.18","-96.18","SAQ","-2865","-2865","s_TR16419D-2 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","259","397","","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","2","5.5","","6.6","3","0.9","","0.7","","","","0.41","3.1","0.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36806",
"[2105]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.12","2.12","-97.19","-97.19","SAQ","-3338","-3338","s_TR16420D-3 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","269","373","","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","7.5","","7.8","2.8","1","","0.6","","","","0.51","2.9","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36807",
"[2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.64","2.64","-87.485","-87.485","SAQ","","","s_CTW-8D1 [2124]","BASALT [2124]","","","","","","","","","VOL","","","","","GL [2124] ","50.04","1.93","","13.28","0","","","13.37","10.74","5.97","0.23","","0.16","3.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36859",
"[2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","0.72","0.72","-87.86","-87.86","SAQ","-2115","-2115","s_TR1642D-2 [2124]","BASALT [2124]","","","","","","","","","VOL","","","","","GL [2124] ","49.74","2.15","","13.08","0","","","14.07","10.05","5.83","0.25","","0.24","2.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36860",
"[2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","0.73","0.73","-88.24","-88.24","SAQ","-1994","-1994","s_TR1643D-1 [2124]","BASALT [2124]","","","","","","","","","VOL","","","","","GL [2124] ","50.32","1.46","","14.05","0.02","","","11.49","11.49","7.27","0.17","","0.1","2.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36861",
"[2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","0.75","0.75","-88.6","-88.6","SAQ","-1880","-1880","s_TR1644D-2 [2124]","BASALT [2124]","","","","","","","","","VOL","","","","","GL [2124] ","50.47","1.58","","13.85","0.02","","","12.18","11.32","6.84","0.2","","0.09","2.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36862",
"[2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","0.91","0.91","-90.38","-90.38","SAQ","-1680","-1680","s_TR1648D-5 [2124]","BASALT [2124]","","","","","","","","","VOL","","","","","GL [2124] ","49.65","2.35","","13.06","0","","","13.99","9.9","5.23","0.23","","0.31","3.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36869",
"[2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","2.02","2.02","-91.81","-91.81","SAQ","-1945","-1945","s_TR16410D-5 [2124]","BASALT [2124]","","","","","","","","","VOL","","","","","GL [2124] ","49.47","1.65","","15.49","0.03","","","10.11","11.44","7.67","0.23","","0.3","2.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36882",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","0.74","0.74","-85.12","-85.12","SAQ","-2798","-2798","s_DSD-2A [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","49.55","1.41","","16.58","0.05","1.15","7.44","8.5","11.57","8.65","0.12","","0.08","2.77","0.21","","0.21","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","","241","378","","","43","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8","13.4","","10.3","3.6","1.3","","0.9","","","","0.51","3.2","0.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7395-DS D-2A",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","0.71","0.71","-86.3","-86.3","SAQ","-2377","-2377","s_DSD-1A [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","48.43","3.62","","11.51","0.01","3.61","15.11","18.45","8.95","4.33","0.29","","0.24","2.66","0.32","","0.91","0.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","","622","8","","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","9.8","31.9","","29","10.2","2.9","","2.6","","","","1.8","10.7","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7397-DS D-1A",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","0.85","0.85","-86.55","-86.55","SAQ","-2381","-2381","s_CTW6D-1 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","50.5","1.89","","13.81","0.01","2","10.97","12.84","11.03","6.76","0.23","","0.1","2.4","0.2","","0.42","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","","446","193","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6","16.4","","13.5","5.2","1.7","","1.3","","","","0.54","5.4","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7400-CTW 6D-1",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","0.86","0.86","-87.09","-87.09","SAQ","-2808","-2808","s_CTW7D-1 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","50.35","0.94","","15.54","0.05","1.24","7.86","8.65","12.85","8.85","0.15","","0.01","2.12","0.07","","0.29","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","","260","412","","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","5.8","","4.8","2.1","0.9","","0.7","","","","0.5","2.7","0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7401-CTW 7D-1",
"[2124][2105]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","0.74","0.74","-87.48","-87.48","SAQ","-2180","-2180","s_TR1641D-2 [2124]","BASALT [2124]","","","","","","","","","VOL","","","","","GL [2124] / WR [2105] ","50.07","2.18","","12.8","0.01","","","14.23","10.21","5.83","0.23","","0.15","2.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","","368","97","","","47","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3","21","","14.9","6","1.9","","1.1","","","","0.81","5","0.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7402-TR164 1D-2",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","0.78","0.78","-88.9","-88.9","SAQ","-1775","-1775","s_TR1645D-2 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","50.1","1.51","","14.53","0.04","2.08","9.45","11.24","12.13","7.27","0.19","","0.11","2.58","0.15","","0.27","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","","357","204","","","46","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","14.4","","10.2","4","1.4","","0.9","","","","0.68","4.1","0.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7406-TR164 5D-2",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","0.78","0.78","-89.23","-89.23","SAQ","-1811","-1811","s_CTW9D-1 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","49.89","1.54","","14.9","0.02","1.75","9.15","10.6","12.45","7.39","0.17","","0.18","2.49","0.15","","0.36","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","","329","247","","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","13.3","","","3.7","1.4","","1","","","","0.63","3","0.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7407-CTW 9D-1",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","0.84","0.84","-89.59","-89.59","SAQ","-1775","-1775","s_TR1646D-1 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","49.94","2.14","","14.51","0.02","2.41","8.51","10.37","11","6.17","0.16","","0.75","3.01","0.61","","0.83","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","318","100","","","37","","","","","","","","","","","","","","","","","","","","","","","","","","","16.9","36.6","","21.4","6.3","2.1","","1.2","","","","1","3.9","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7408-TR164 6D-1",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","0.84","0.84","-89.59","-89.59","SAQ","-1775","-1775","s_TR1646D-2 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","49.82","1.52","","14.34","0.02","1.85","9.33","11.3","12","7.28","0.2","","0.22","2.49","0.14","","0.35","0.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","","351","205","","","47","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1","11.3","","9.4","3.8","1.3","","0.9","","","","0.57","3.3","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7408-TR164 6D-2",
"[2124][2105]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","0.86","0.86","-89.99","-89.99","SAQ","-1710","-1710","s_TR1647D-2 [2124]","BASALT [2124]","","","","","","","","","VOL","","","","","GL [2124] / WR [2105] ","49.32","1.56","","14.15","0.01","","","11.42","11.9","7.19","0.18","","0.15","2.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","","339","190","","","48","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","17.2","","","4.5","1.5","","1","","","","0.64","3.3","0.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7409-TR164 7D-2",
"[2124][2105]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","0.91","0.91","-90.38","-90.38","SAQ","-1680","-1680","s_TR1648D-1 [2124]","BASALT [2124]","","","","","","","","","VOL","","","","","GL [2124] / WR [2105] ","49.62","2.52","","13.16","0.01","","","14.18","9.59","5.11","0.2","","0.34","3.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","","419","16","","","48","","","","","","","","","","","","","","","","","","","","","","","","","","","10.6","29.5","","21.7","6.7","2.1","","1.5","","","","0.83","5.3","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7410-TR164 8D-1",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","0.93","0.93","-90.5","-90.5","SAQ","-1555","-1555","s_TR1649D-1 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","48.15","1.9","","16.21","0.01","2.08","8.01","9.75","11.63","7.63","0.14","","0.43","2.96","0.22","","0.32","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","","277","227","","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5","24.8","","16.9","5.1","1.7","","0.8","","","","0.6","2.8","0.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7411-TR164 9D-1",
"[2124][2105]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","0.93","0.93","-90.5","-90.5","SAQ","-1555","-1555","s_TR1649D-3 [2124]","BASALT [2124]","","","","","","","","","VOL","","","","","GL [2124] / WR [2105] ","48.26","1.9","","16.36","0.01","","","9.89","11.28","7.82","0.2","","0.35","2.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","266","240","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1","24.2","","14.8","4.8","1.9","","","","","","0.58","4.1","0.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7411-TR164 9D-3",
"[2124][2105]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","1.06","1.06","-90.81","-90.81","SAQ","-1855","-1855","s_TR16427D-1 [2124]","BASALT [2124]","","","","","","","","","VOL","","","","","GL [2124] / WR [2105] ","48.63","1.86","","14.49","0.02","","","10.96","11.77","6.9","0.14","","0.24","2.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","","318","231","","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6","19.4","","12.8","4.5","1.5","","1","","","","","3.1","0.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7412-TR164 27D-1",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","1.06","1.06","-90.81","-90.81","SAQ","-1855","-1855","s_TR16427D-3 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","49.26","1.71","","15.41","0.02","2.02","8.62","10.99","12.25","7.29","0.21","","0.26","2.73","0.17","","0.08","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","","310","252","","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","8.5","21.3","","14.8","4.8","1.7","","1.1","","","","","3.8","0.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7412-TR164 27D-3",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","1.9","1.9","-90.95","-90.95","SAQ","-2516","-2516","s_TR16426D-1 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","50.58","1.88","","13.98","0","1.72","10.56","12.06","10.94","6.57","0.2","","0.36","2.44","0.32","","0.66","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","","404","98","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2","","","","4.5","1.6","","1.2","","","","","4.2","0.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7413-TR164 26D-1",
"[2124][2105]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","1.9","1.9","-90.95","-90.95","SAQ","-2516","-2516","s_TR16426D-4 [2124]","BASALT [2124]","","","","","","","","","VOL","","","","","GL [2124] / WR [2105] ","49.16","2.46","","15.62","0","","","9.55","9.96","5.92","0.17","","1.11","3.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","","297","196","","","36","","","","","","","","","","","","","","","","","","","","","","","","","","","24.2","53.3","","28.2","7.3","2","","1.1","","","","","3.3","0.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7413-TR164 26D-4",
"[2105][2124]","SUBMARINE RIDGE","GALAPAGOS RIDGE / GALAPAGOS RIDGE","","1.9","1.9","-90.95","-90.95","SAQ","-2025","-2025","s_TR16426D-3 [2105]","BASALT [2105]","","","","","","","","","VOL","","","","","WR [2105] / GL [2124] ","49.3","2.26","","15.88","0.01","1.56","7.87","9.84","10.24","6.4","0.17","","1.1","2.93","0.78","","1.19","0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","","292","","","","35","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7","48.4","","26.8","7.2","1.9","","1.2","","","","","2.7","0.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7414-TR164 26D-3",
