TECTONIC_SETTING,LOCATION,LATITUDE,LONGITUDE,LAND_SEA,SAMPLE_NAME,ROCK_NAME,ROCK_TYPE,SIO2_WT,TIO2_WT,AL2O3_WT,FE2O3_WT,FEO_WT,FEOT_WT,CAO_WT,MGO_WT,MNO_WT,K2O_WT,NA2O_WT,P2O5_WT,LI_PPM,BE_PPM,B_PPM,C_PPM,CO2_PPM,F_PPM,NA_PPM,MG_PPM,AL_PPM,P_PPM,S_PPM,CL_PPM,K_PPM,CA_PPM,SC_PPM,TI_PPM,V_PPM,CR_PPM,MN_PPM,FE_PPM,CO_PPM,NI_PPM,CU_PPM,ZN_PPM,GA_PPM,GE_PPM,AS_PPM,SE_PPM,BR_PPM,RB_PPM,SR_PPM,Y_PPM,ZR_PPM,NB_PPM,MO_PPM,RU_PPM,RH_PPM,PD_PPM,AG_PPM,CD_PPM,IN_PPM,SN_PPM,SB_PPM,TE_PPM,I_PPM,CS_PPM,BA_PPM,LA_PPM,CE_PPM,PR_PPM,ND_PPM,SM_PPM,EU_PPM,GD_PPM,TB_PPM,DY_PPM,HO_PPM,ER_PPM,TM_PPM,YB_PPM,LU_PPM,HF_PPM,TA_PPM,W_PPM,RE_PPM,OS_PPM,IR_PPM,PT_PPM,AU_PPM,HG_PPM,TL_PPM,PB_PPM,BI_PPM,TH_PPM,U_PPM
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / NICARAGUA / COSIGUINA,12.96662,-87.66719,SAE,s_030211-3 [18601],"ANDESITE, BASALTIC [18601]",VOL,53.2,0.86,18.8,,,10.14,9.29,4.41,0.19,0.71,2.33,0.14,,,,,,,,,,,,,,,36,,268,15,,,,11,213,97,18,,,,,15,412,21,69,1.3,,,,,,,,,,,,,587,13,14,,,,,,,,,,,,,,,,,,,,,,,4,,2,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / NICARAGUA / COSIGUINA,13.02497,-87.60694,SAE,s_030129-11 [18601],"ANDESITE, BASALTIC [18601]",VOL,55.3,0.75,19.1,,,7.97,8.47,3.06,0.18,1.05,3.88,0.2,,,,,,,,,,,,,,,26,,198,2,,,,4,110,87,19,,,,,19,456,29,92,1.5,,,,,,,,,,,,,720,12,24,,,,,,,,,,,,,,,,,,,,,,,5,,2,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / NICARAGUA / COSIGUINA,12.9324,-87.67676,SAE,s_020205-2 [18601],"ANDESITE, BASALTIC [18601]",VOL,56.9,0.7,19.9,,,6.55,8.37,2.19,0.16,1.14,3.69,0.2,,,,,,,,,,,,,,,26,,134,4,,,,0,75,74,18,,,,,21,455,27,88,2,,,,,,,,,,,,,751,15,27,,,,,,,,,,,,,,,,,,,,,,,1,,0,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / NICARAGUA / COSIGUINA,12.96783,-87.66702,SAE,s_030211-4 [18601],ANDESITE [18601],VOL,57.2,0.71,19.7,,,7.03,8.15,2.09,0.17,1.19,3.59,0.2,,,,,,,,,,,,,,,22,,126,4,,,,4,97,83,19,,,,,24,459,27,97,1.3,,,,,,,,,,,,,787,11,28,,,,,,,,,,,,,,,,,,,,,,,4,,3,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / NICARAGUA / COSIGUINA,12.9662,-87.66988,SAE,s_030211-1 [18601],ANDESITE [18601],VOL,57.4,0.9,17.1,,,9.23,7.43,2.92,0.19,1.36,3.2,0.23,,,,,,,,,,,,,,,30,,237,2,,,,2,188,94,18,,,,,28,417,28,107,2.3,,,,,,,,,,,,,891,9,27,,,,,,,,,,,,,,,,,,,,,,,4,,3,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / NICARAGUA / COSIGUINA,13.03257,-87.59927,SAE,s_030129-8 [18601],ANDESITE [18601],VOL,57.4,0.74,19.1,,,7.09,8.1,2.28,0.16,1.22,3.67,0.2,,,,,,,,,,,,,,,23,,147,4,,,,3,66,86,20,,,,,24,447,28,96,1.9,,,,,,,,,,,,,778,9,17,,,,,,,,,,,,,,,,,,,,,,,4,,3,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / NICARAGUA / COSIGUINA,13.01304,-87.61287,SAE,s_020206-3 [18601],ANDESITE [18601],VOL,57.5,0.74,18.9,,,6.9,8.08,2.22,0.17,1.23,3.83,0.2,,,,,,,,,,,,,,,25,,125,1,,,,1,94,81,18,,,,,23,437,29,94,2,,,,,,,,,,,,,812,6,20,,,,,,,,,,,,,,,,,,,,,,,3,,0,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / NICARAGUA / COSIGUINA,12.90194,-87.52463,SAE,s_030212-3 [18601],ANDESITE [18601],VOL,57.6,0.73,18.9,,,7.28,7.92,2.23,0.16,1.25,3.73,0.2,,,,,,,,,,,,,,,23,,139,4,,,,5,98,86,20,,,,,25,440,28,98,1.1,,,,,,,,,,,,,797,6,25,,,,,,,,,,,,,,,,,,,,,,,4,,3,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / NICARAGUA / COSIGUINA,12.96725,-87.56715,SAE,s_030131-1 [18601],ANDESITE [18601],VOL,58,0.73,18.8,,,7.2,7.71,2.2,0.17,1.29,3.74,0.21,,,,,,,,,,,,,,,23,,135,4,,,,4,97,83,20,,,,,26,437,29,99,1.6,,,,,,,,,,,,,814,7,26,,,,,,,,,,,,,,,,,,,,,,,7,,1,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / NICARAGUA / COSIGUINA,13.03705,-87.58963,SAE,s_020206-1 [18601],ANDESITE [18601],VOL,58.5,0.76,18.4,,,6.88,7.5,2.2,0.17,1.32,3.88,0.22,,,,,,,,,,,,,,,27,,136,5,,,,2,67,84,19,,,,,26,422,31,100,1.5,,,,,,,,,,,,,855,16,16,,,,,,,,,,,,,,,,,,,,,,,2,,1,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / NICARAGUA / COSIGUINA,12.92518,-87.53649,SAE,s_030201-1 [18601],ANDESITE [18601],VOL,58.5,0.75,18.4,,,7.06,7.47,2.19,0.17,1.35,3.87,0.22,,,,,,,,,,,,,,,23,,132,4,,,,3,98,86,18,,,,,27,430,30,106,1.7,,,,,,,,,,,,,843,9,29,,,,,,,,,,,,,,,,,,,,,,,4,,3,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / NICARAGUA / COSIGUINA,13.02657,-87.55061,SAE,s_020204-6 [18601],ANDESITE [18601],VOL,59.1,0.76,18,,,6.77,7.17,2.21,0.17,1.36,4.04,0.22,,,,,,,,,,,,,,,28,,115,5,,,,1,80,85,18,,,,,27,406,31,103,1.7,,,,,,,,,,,,,876,22,24,,,,,,,,,,,,,,,,,,,,,,,5,,4,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / NICARAGUA / COSIGUINA,13.04026,-87.59514,SAE,s_030129-1 [18601],ANDESITE [18601],VOL,59.1,0.75,18,,,7.12,7.07,2.14,0.17,1.43,4.03,0.22,,,,,,,,,,,,,,,23,,125,7,,,,3,87,87,19,,,,,28,413,31,109,1.6,,,,,,,,,,,,,896,7,26,,,,,,,,,,,,,,,,,,,,,,,5,,2,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / NICARAGUA / COSIGUINA,12.97,-87.67,SAE,s_W [18601],ANDESITE [18601],VOL,59.4,0.7,18,,,7.37,6.86,2.32,0.23,1.19,3.9,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / NICARAGUA / COSIGUINA,13.03257,-87.59927,SAE,s_030129-7 [18601],ANDESITE [18601],VOL,59.7,0.76,17.7,,,7.17,6.73,2.07,0.17,1.49,4,0.23,,,,,,,,,,,,,,,22,,119,4,,,,3,78,94,17,,,,,29,402,32,113,1.3,,,,,,,,,,,,,922,12,23,,,,,,,,,,,,,,,,,,,,,,,6,,2,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / NICARAGUA / COSIGUINA,13.02657,-87.55061,SAE,s_020204-7 [18601],ANDESITE [18601],VOL,59.8,0.77,17.6,,,6.81,6.71,2.12,0.17,1.46,4.17,0.23,,,,,,,,,,,,,,,21,,110,2,,,,1,74,85,19,,,,,29,395,32,109,2.5,,,,,,,,,,,,,922,18,19,,,,,,,,,,,,,,,,,,,,,,,0,,2,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / NICARAGUA / COSIGUINA,13.03702,-87.59629,SAE,s_030129-4 [18601],DACITE [18601],VOL,63.8,0.71,15.7,,,6.32,4.42,1.49,0.17,2.06,5.06,0.26,,,,,,,,,,,,,,,19,,51,7,,,,5,59,85,18,,,,,42,330,41,148,2.7,,,,,,,,,,,,,1192,9,32,,,,,,,,,,,,,,,,,,,,,,,7,,2,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / NICARAGUA / COSIGUINA,13.02657,-87.55061,SAE,s_020204-8 [18601],DACITE [18601],VOL,64.7,0.72,15.6,,,6,4.27,1.39,0.17,2.07,4.58,0.27,,,,,,,,,,,,,,,23,,39,0,,,,2,48,92,16,,,,,43,314,40,148,3.3,,,,,,,,,,,,,1256,3,39,,,,,,,,,,,,,,,,,,,,,,,6,,2,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / NICARAGUA / COSIGUINA,12.9662,-87.66988,SAE,s_030211-2 [18601],DACITE [18601],VOL,64.8,0.76,15.3,,,6.83,4.49,1.4,0.18,2.23,3.77,0.24,,,,,,,,,,,,,,,21,,65,8,,,,4,88,100,18,,,,,46,347,37,155,2.4,,,,,,,,,,,,,1344,17,41,,,,,,,,,,,,,,,,,,,,,,,7,,2,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / HONDURAS / ISLA EL TIGRE,13.274144,-87.637492,SAE,s_TIG 1 [20035],BASALT [20035],VOL,51.24,0.935,19.38,,,9.51,9.45,4.37,0.191,0.53,2.98,0.15,,0,,,,,,,,,,,,,34,,304,20,,,26,0,140,80,19,2,0,,,6,521,19,57,2,0,,,,0,,0,0,0,,,0,455,6.8,15.5,2.3,11,2.9,1.05,3.5,0.6,3.4,0.7,2.1,0.31,2,0.32,1.6,0.1,0,,,,,,,0,0,0,0.6,0.3
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / HONDURAS / ISLA EL TIGRE,13.268481,-87.638433,SAE,s_TIG 2 [20035],"ANDESITE, BASALTIC [20035]",VOL,52.26,0.822,21.3,,,7.87,9.4,3.01,0.162,0.68,3.06,0.15,,0,,,,,,,,,,,,,28,,233,0,,,17,0,120,70,19,2,0,,,6,545,18,55,2,0,,,,0,,0,0,0,,,0,495,6.7,14.8,2.18,10.4,2.8,0.96,3,0.5,3.1,0.7,1.9,0.28,1.9,0.3,1.4,0.1,0,,,,,,,0,0,0,0.5,0.3
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / HONDURAS / ISLA EL TIGRE,13.263744,-87.643183,SAE,s_TIG 3 [20035],BASALT [20035],VOL,52.35,0.823,21.06,,,8.17,10.28,3.41,0.17,0.4,2.87,0.13,,0,,,,,,,,,,,,,29,,248,0,,,20,0,120,80,19,2,0,,,3,545,17,52,2,0,,,,0,,0,1,0,,,0,432,6.4,14.6,2.13,10.1,2.8,0.97,3,0.5,3.1,0.6,1.9,0.28,1.8,0.29,1.4,0,0,,,,,,,0,0,0,0.5,0.3
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / HONDURAS / ISLA EL TIGRE,13.253969,-87.643678,SAE,s_TIG 4 [20035],"ANDESITE, BASALTIC [20035]",VOL,53.69,0.823,20.62,,,7.68,9.39,2.78,0.167,0.89,3.03,0.16,,0,,,,,,,,,,,,,28,,219,0,,,17,0,130,80,19,2,0,,,11,529,19,62,2,0,,,,0,,0,0,0,,,0,522,7.8,16.8,2.44,11.3,3,1.05,3.4,0.6,3.4,0.7,2.1,0.31,2,0.32,1.6,0.1,0,,,,,,,0,0,0,0.7,0.4
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / HONDURAS / ISLA EL TIGRE,13.280008,-87.616742,SAE,s_TIG 6 [20035],"ANDESITE, BASALTIC [20035]",VOL,55.42,0.945,18.6,,,8.23,7.64,2.82,0.204,0.86,3.64,0.21,,0,,,,,,,,,,,,,29,,183,0,,,16,0,90,100,20,2,0,,,10,553,25,65,2,0,,,,0,,0,0,0,,,0,578,9.7,20.7,3.1,14.8,4,1.33,4.6,0.7,4.4,0.9,2.7,0.39,2.6,0.43,1.8,0.1,0,,,,,,,0,0,0,0.8,0.5
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / HONDURAS / ISLA EL TIGRE,13.252967,-87.630831,SAE,s_TIG 7 [20035],"ANDESITE, BASALTIC [20035]",VOL,53.86,0.82,19.8,,,8.3,8.72,3.52,0.171,1.02,3.08,0.17,,0,,,,,,,,,,,,,29,,242,0,,,20,0,90,80,18,2,0,,,11,517,19,62,2,0,,,,0,,0,0,0,,,0,546,7.7,16.9,2.41,11.1,3,1.05,3.3,0.5,3.2,0.7,2,0.3,1.9,0.32,1.6,0.1,0,,,,,,,0,0,0,0.7,0.4
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / HONDURAS / ISLA EL TIGRE,13.285172,-87.650011,SAE,s_TIG 9 [20035],"ANDESITE, BASALTIC [20035]",VOL,52.85,0.982,19.34,,,9.03,9.26,3.42,0.191,0.67,3.14,0.16,,0,,,,,,,,,,,,,34,,277,0,,,20,0,170,90,19,2,0,,,9,518,19,55,2,0,,,,0,,0,0,0,,,0,451,7,16.2,2.43,11.3,3.2,1.1,3.5,0.6,3.6,0.7,2.2,0.32,2.1,0.34,1.5,0,0,,,,,,,0,0,0,0.5,0.4
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / HONDURAS / ISLA EL TIGRE,13.285253,-87.654367,SAE,s_TIG 10 [20035],"ANDESITE, BASALTIC [20035]",VOL,52.54,0.943,18.8,,,9.18,9.52,3.49,0.192,0.65,3.07,0.17,,0,,,,,,,,,,,,,34,,285,0,,,21,0,150,120,19,2,0,,,8,521,19,53,2,0,,,,0,,0,1,0,,,0,456,6.9,16,2.35,11.2,3.2,1.09,3.4,0.6,3.5,0.7,2.1,0.31,2,0.33,1.5,0,0,,,,,,,0,0,0,0.6,0.4
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / HONDURAS / ISLA EL TIGRE,13.273356,-87.652556,SAE,s_TIG 12 [20035],"ANDESITE, BASALTIC [20035]",VOL,53.83,0.957,20.42,,,8.58,9.32,2.82,0.185,0.72,3.28,0.18,,0,,,,,,,,,,,,,31,,242,0,,,18,0,130,90,20,2,0,,,8,551,19,57,2,0,,,,0,,0,0,0,,,0,494,7.4,17.2,2.54,11.8,3.3,1.14,3.6,0.6,3.6,0.7,2.1,0.31,2,0.33,1.6,0,0,,,,,,,0,0,0,0.5,0.4
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / HONDURAS / ISLA EL TIGRE,13.268164,-87.657806,SAE,s_TIG 5 [20035],BASALT [20035],VOL,50.26,0.863,18.53,,,9.86,9.98,6.29,0.186,0.81,2.91,0.25,,0,,,,,,,,,,,,,31,,272,60,,,34,40,110,90,18,2,0,,,15,568,16,66,10,0,,,,0,,0,0,0,,,0,455,11.9,23.2,2.98,12.8,3.2,1.03,3.3,0.5,3.2,0.6,1.8,0.27,1.8,0.29,1.6,0.5,0,,,,,,,0,0,0,1.9,0.6
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / HONDURAS / ISLA EL TIGRE,13.290928,-87.641497,SAE,s_TIG 8 [20035],BASALT [20035],VOL,50.9,0.867,19.01,,,9.65,9.27,5.52,0.18,0.87,3.11,0.26,,0,,,,,,,,,,,,,29,,253,40,,,30,30,110,80,18,2,0,,,19,584,18,65,14,0,,,,0,,0,2,0,,,0.5,487,14.3,26.2,3.18,13.4,3.3,1.07,3.3,0.5,3.2,0.6,1.8,0.28,1.8,0.29,1.6,0.7,0,,,,,,,0,0,0,2.6,0.8
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / HONDURAS / ISLA EL TIGRE,13.267275,-87.649208,SAE,s_TIG 13 [20035],BASALT [20035],VOL,47.4,0.886,18.85,,,10.19,8.9,6.18,0.19,0.51,2.74,0.24,,0,,,,,,,,,,,,,33,,267,60,,,34,30,120,90,18,2,0,,,5,537,17,64,10,0,,,,0,,0,3,0,,,0,485,12.4,24.5,3.15,13.6,3.4,1.12,3.6,0.5,3.3,0.7,1.9,0.29,1.9,0.3,1.6,0.5,0,,,,,,,0,0,0,2,0.6
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / HONDURAS / ZACATE GRANDE,13.313331,-87.621808,SAE,s_TIG 14 [20035],BASALT [20035],VOL,51,0.906,20.45,,,9.23,10.84,3.67,0.172,0.59,2.78,0.14,,0,,,,,,,,,,,,,33,,321,20,,,24,0,140,80,19,2,0,,,7,527,16,45,1,0,,,,0,,0,0,0,,,0,385,5.6,12.7,1.87,9,2.5,0.94,2.8,0.5,2.9,0.6,1.8,0.26,1.7,0.28,1.2,0,0,,,,,,,0,0,0,0.4,0.3
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BOQUERON,13.74,-89.29,SAE,s_B-1 [4231],ANDESITE [4231],VOL,56.8,0.99,18,2.96,5.06,,7.6,2.04,0.18,1.81,4.08,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BOQUERON,13.74,-89.29,SAE,s_B-2 [4231],"BASALT, ANDESITIC [4231]",VOL,53.1,1.14,18.3,2.85,6.8,,9.62,3.59,0.19,1.33,3.21,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BOQUERON,13.74,-89.29,SAE,s_B-3 [4231],ANDESITE [4231],VOL,60.7,0.93,15.5,0.34,8.29,,4.49,1.55,0.21,2.71,4.17,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BOQUERON,13.74,-89.29,SAE,s_B-5 [4231],BASALT [4231],VOL,52.7,1.3,17.2,2.91,7.46,,9.1,3.95,0.2,1.3,3.33,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BOQUERON,13.74,-89.29,SAE,s_B-6 [4231],BASALT [4231],VOL,51.8,0.95,16.7,4.57,5.75,,9.47,4.41,0.19,1.23,2.98,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BOQUERON,13.74,-89.29,SAE,s_B-7 [4231],ANDESITE [4231],VOL,55.5,0.92,17.7,4.38,4.26,,7.83,2.48,0.18,1.65,3.65,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BOQUERON,13.74,-89.29,SAE,s_B-8 [4231],ANDESITE [4231],VOL,55.7,0.98,18.2,3.12,5.47,,7.82,2.41,0.18,1.69,3.64,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BOQUERON,13.74,-89.29,SAE,s_B-9 [4231],"BASALT, ANDESITIC [4231]",VOL,53.3,1.15,17.2,3.16,7.33,,9.06,3.93,0.2,1.25,3.35,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BOQUERON,13.74,-89.29,SAE,s_B-10 [4231],"BASALT, ANDESITIC [4231]",VOL,53.1,0.98,18.1,2.85,6.02,,8.94,2.75,0.16,1.41,3.53,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BOQUERON,13.74,-89.29,SAE,s_B-11 [4231],"BASALT, ANDESINE [4231]",VOL,53,1.22,17.2,0.12,10.1,,9.09,4,0.2,1.34,3.29,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BOQUERON,13.74,-89.29,SAE,s_B-12 [4231],ANDESITE [4231],VOL,57.7,1.14,15.6,0.38,9.04,,6.3,2.47,0.2,2.07,3.94,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BOQUERON,13.74,-89.29,SAE,s_B-13 [4231],ANDESITE [4231],VOL,58.7,1.16,15.6,2.06,7.33,,6.12,2.38,0.2,2.06,3.99,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BOQUERON,13.74,-89.29,SAE,s_B-14 [4231],ANDESITE [4231],VOL,58.6,1.19,15.5,2.12,7.47,,6.21,2.49,0.2,2.08,4.02,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BOQUERON,13.74,-89.29,SAE,s_B-15 [4231],ANDESITE [4231],VOL,58,1.13,15.4,1.44,7.91,,6.11,2.47,0.2,2.07,3.99,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BOQUERON,13.74,-89.29,SAE,s_B-16 [4231],ANDESITE [4231],VOL,58,0.97,15.4,0.69,8.65,,6.27,2.64,0.2,2.07,3.97,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
