TECTONIC_SETTING,LOCATION,LATITUDE,LONGITUDE,LAND_SEA,SAMPLE_NAME,ROCK_NAME,ROCK_TYPE,SIO2_WT,TIO2_WT,AL2O3_WT,FE2O3_WT,FEO_WT,FEOT_WT,CAO_WT,MGO_WT,MNO_WT,K2O_WT,NA2O_WT,P2O5_WT,LI_PPM,BE_PPM,B_PPM,C_PPM,CO2_PPM,F_PPM,NA_PPM,MG_PPM,AL_PPM,P_PPM,S_PPM,CL_PPM,K_PPM,CA_PPM,SC_PPM,TI_PPM,V_PPM,CR_PPM,MN_PPM,FE_PPM,CO_PPM,NI_PPM,CU_PPM,ZN_PPM,GA_PPM,GE_PPM,AS_PPM,SE_PPM,BR_PPM,RB_PPM,SR_PPM,Y_PPM,ZR_PPM,NB_PPM,MO_PPM,RU_PPM,RH_PPM,PD_PPM,AG_PPM,CD_PPM,IN_PPM,SN_PPM,SB_PPM,TE_PPM,I_PPM,CS_PPM,BA_PPM,LA_PPM,CE_PPM,PR_PPM,ND_PPM,SM_PPM,EU_PPM,GD_PPM,TB_PPM,DY_PPM,HO_PPM,ER_PPM,TM_PPM,YB_PPM,LU_PPM,HF_PPM,TA_PPM,W_PPM,RE_PPM,OS_PPM,IR_PPM,PT_PPM,AU_PPM,HG_PPM,TL_PPM,PB_PPM,BI_PPM,TH_PPM,U_PPM
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA,9.241756,-83.31750029,SAE,s_20F-2 [23163],GRANITE [23163],PLU,60.37,0.62,15.11,,,6.64,5.06,2.66,0.18,4.17,3.14,0.18,,,,,,,,,,,,,,,,,202.77,15.52,,,,,138,94,,,,,,115,372,35.17,227,13.4,,,,,,,,,,,,,1494.55,25.73,50.46,6.54,26.5,5.9,1.18,5.6,0.8,5.06,0.99,3.18,,3.34,0.54,5.71,1.13,,,,,,,,,10.12,,8.86,4.31
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA,9.289147,-83.27688808,SAE,s_21F-5 [23163],GRANODIORITE [23163],PLU,58.09,0.65,16.26,,,6.57,5.97,2.73,0.16,3.6,3.15,0.18,,,,,,,,,,,,,,,,,207.47,14.94,,,,,165,73,,,,,,91,462,26.22,213,10.16,,,,,,,,,,,,,1778.46,20.81,41.1,5.4,21.9,4.87,1.31,4.59,0.67,4.08,0.8,2.46,,2.54,0.4,5.11,1.01,,,,,,,,,15.12,,5.26,2.52
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA,9.334807,-83.38833314,SAE,s_24-3 [23163],GRANODIORITE [23163],PLU,69.78,0.31,14.01,,,2.91,2.38,1.24,0.02,3.5,3.33,0.07,,,,,,,,,,,,,,,,,87.84,4.41,,,,,28,21,,,,,,58,330,14.47,146,7.1,,,,,,,,,,,,,1814.29,14.75,27.3,3.3,13.19,2.73,0.86,2.48,0.37,2.18,0.46,1.45,,1.75,0.33,4.68,2.55,,,,,,,,,7.9,,6.38,2.72
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA,9.205472,-83.1882907,SAE,s_24F-7 [23163],TONALITE [23163],PLU,51.9,1.12,15.12,,,11.49,8.77,4.13,0.24,1.38,2.86,0.2,,,,,,,,,,,,,,,,,330.2,4.78,,,,,77,97,,,,,,25,727,29.66,51,3.6,,,,,,,,,,,,,786.38,10.92,20.21,3.27,15.87,4.38,1.41,4.53,0.76,4.83,0.96,2.92,,2.84,0.44,2.37,0.22,,,,,,,,,2.77,,1.53,0.65
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA,9.333891,-83.37294068,SAE,s_25-2I [23163],TONALITE [23163],PLU,48.94,0.73,17.6,,,9.44,11.75,5.91,0.17,0.46,1.96,0.09,,,,,,,,,,,,,,,,,319.6,20.79,,,,,108,68,,,,,,4,605,18.42,40,2.4,,,,,,,,,,,,,370.08,7.21,13.18,2.02,9.49,2.48,0.81,2.6,0.42,2.65,0.52,1.55,,1.51,0.23,1.56,0.15,,,,,,,,,1.85,,1.3,0.55
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA,9.334569,-83.3731222,SAE,s_25-8 [23163],TONALITE [23163],PLU,52.19,0.82,18.1,,,8.58,9.75,3.33,0.19,1.63,2.42,0.13,,,,,,,,,,,,,,,,,134.36,1.02,,,,,202,72,,,,,,29,746,7.44,63,1.95,,,,,,,,,,,,,301.19,3.82,7.54,1.1,4.98,1.21,0.43,1.21,0.21,1.14,0.25,0.66,,0.71,0.11,0.97,0.13,,,,,,,,,1.27,,0.87,0.38
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA,9.324038,-83.37551555,SAE,s_26-1 [23163],GRANODIORITE [23163],PLU,55.84,0.92,15.8,,,8.58,6.46,3.3,0.17,2.64,3.63,0.26,,,,,,,,,,,,,,,,,249.41,16.01,,,,,149,57,,,,,,60,543,35.98,150,9.72,,,,,,,,,,,,,1146.65,21.97,40.6,5.74,24.89,5.86,1.58,5.69,0.9,5.77,1.11,3.41,,3.41,0.52,4.45,0.71,,,,,,,,,5.23,,5.4,1.88
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA,9.323742,-83.37907495,SAE,s_26-2B [23163],GRANODIORITE [23163],PLU,57.38,0.71,16.49,,,6.89,7.27,3.34,0.15,2.51,3.34,0.19,,,,,,,,,,,,,,,,,221.92,20.45,,,,,75,47,,,,,,50,573,28.3,106,7.92,,,,,,,,,,,,,1324.81,18.81,36.95,5.05,21.52,5.14,1.46,4.67,0.72,4.54,0.87,2.74,,2.86,0.44,3.07,0.59,,,,,,,,,5.21,,4.4,1.82
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA,9.319686,-83.37191436,SAE,s_27-3 [23163],GRANODIORITE [23163],PLU,59.4,0.68,16.32,,,6.22,5.41,2.39,0.16,3.52,3.81,0.28,,,,,,,,,,,,,,,,,175.71,7.14,,,,,90,78,,,,,,81,551,31.83,127,10.4,,,,,,,,,,,,,1514.65,28.21,54.3,7.14,28.86,6.14,1.64,5.65,0.8,4.92,0.97,2.9,,2.97,0.46,3.39,0.89,,,,,,,,,6.97,,6.12,2.37
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA,9.285649,-83.38908947,SAE,s_28-5 [23163],GRANITE [23163],PLU,61.94,0.62,15.13,,,6.25,4.68,2.36,0.15,4.18,3.13,0.19,,,,,,,,,,,,,,,,,194.49,13.81,,,,,96,57,,,,,,115,386,37.07,276,14.04,,,,,,,,,,,,,1409.09,27.26,51.38,6.56,26.28,5.66,1.14,5.55,0.84,5.39,1.08,3.41,,3.48,0.57,6.71,1.12,,,,,,,,,9.65,,8.95,4.71
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA,9.263588,-83.35523138,SAE,s_29-3 [23163],GRANITE [23163],PLU,62.03,0.61,15.08,,,5.97,4.45,2.24,0.15,4.4,3.13,0.17,,,,,,,,,,,,,,,,,190.67,12.69,,,,,118,76,,,,,,123,360,38.97,175,13.27,,,,,,,,,,,,,1417.73,26.86,50.17,6.45,25.62,5.57,1.24,5.67,0.85,5.41,1.11,3.59,,3.54,0.55,4.81,1.17,,,,,,,,,13.41,,8.55,4.04
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA,9.278047,-83.21560976,SAE,s_03-3 [23163],"ANDESITE, BASALTIC [23163]",VOL,55.09,0.66,15.62,,,6.27,8.2,6.88,0.11,1.09,3.55,0.21,,,,,,,,,,,,,,,,,282.75,381.35,,,,116,163,54,,,,,,13,1000,9.98,36,4.06,,,,,,,,,,,,,941.91,12.41,27.06,3.23,13.04,2.64,0.88,2.35,0.32,1.68,0.34,0.98,,0.93,0.14,1.57,0.33,,,,,,,,,5.26,,0.97,0.7
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA,9.321822,-83.27584288,SAE,s_19F-8 [23163],TRACHYANDESITE [23163],VOL,55.72,0.56,20.1,,,4.39,6.14,1.68,0.1,4.34,3.62,0.34,,,,,,,,,,,,,,,,,182.6,2.61,,,,,97,55,,,,,,108,1602,14.7,158,24.04,,,,,,,,,,,,,1677,49.48,108.66,11.28,38.24,6.47,2.1,5.18,0.57,2.55,0.45,1.23,,1.33,0.18,3.52,1.4,,,,,,,,,14.8,,13,8.23
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA,9.347662,-83.37433157,SAE,s_25-6 [23163],"ANDESITE, BASALTIC [23163]",VOL,44.12,0.63,13.89,,,10.37,9.82,14.35,0.12,0.11,1.3,0.03,,,,,,,,,,,,,,,,,768.53,829.29,,,,101,45,46,,,,,,2,316,29.31,11,1.51,,,,,,,,,,,,,152.92,7.68,17.77,2.85,14.48,4.32,1.5,4.62,0.79,4.87,0.94,2.82,,2.47,0.37,1.54,0.05,,,,,,,,,0.78,,0.51,0.09
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA,9.244906,-83.23495335,SAE,s_22F-3 [23163],TRACHYANDESITE [23163],VOL,58.37,0.62,16.98,,,5.72,5.8,2.37,0.11,3.61,3.6,0.32,,,,,,,,,,,,,,,,,231.42,14,,,,,468,64,,,,,,75,1240,18.82,132,16.52,,,,,,,,,,,,,1573.03,48.95,88.66,10.24,37.32,6.57,1.79,5.25,0.6,2.99,0.55,1.55,,1.62,0.28,3.46,1.14,,,,,,,,,9.73,,10.05,4.57
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA,9.217794,-83.1598004,SAE,s_23F-2 [23163],"ANDESITE, BASALTIC [23163]",VOL,50.07,0.78,21.64,,,6.69,10.38,2.53,0.13,1.33,2.85,0.56,,,,,,,,,,,,,,,,,202.27,2.86,,,,,82,62,,,,,,25,1177,18.77,48,5.91,,,,,,,,,,,,,810.1,19.82,40.67,5.34,22.9,4.99,1.56,4.18,0.56,3.03,0.58,1.6,,1.57,0.23,1.85,0.38,,,,,,,,,3.7,,2.29,0.98
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA,9,-83,SAE,s_25-G [23163],NOT GIVEN [23163],PLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_VT_20-A [23179],"ANDESITE, BASALTIC [23179]",VOL,54.984,2.914,14.293,,,9.536,7.933,4.424,0.172,1.785,1.684,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_20-A [23179],"ANDESITE, BASALTIC [23179]",VOL,53.57398,2.76634,14.72827,,,9.84625,8.07514,4.446,0.16329,2.62049,1.70924,0.82754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_20-B1 [23179],"ANDESITE, BASALTIC [23179]",VOL,54.53,2.89,14.89,,,9.86,8.07,4.58,0.17,1.83,1.56,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_20-B2 [23179],"ANDESITE, BASALTIC [23179]",VOL,54.58,2.92,14.67,,,9.92,7.84,4.52,0.18,1.86,1.75,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_20-C [23179],"ANDESITE, BASALTIC [23179]",VOL,54.51,2.91,14.85,,,10.07,7.99,4.52,0.18,1.81,1.42,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_VT_23-A [23179],"ANDESITE, BASALTIC [23179]",VOL,55.529,1.789,15.112,,,9.259,6.727,3.735,0.15,2.722,3.344,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_VT_34-D7A [23179],"ANDESITE, BASALTIC [23179]",VOL,54.14,2.95,14.71,,,10.36,8.16,4.61,0.24,1.61,1.84,0.72,,,,,,,,,,,,,,,28.94337586,,195.3315297,59.62459451,,,24.77342941,4.851016757,5.922072799,56.51615731,28.28885787,1.001489071,,,,22.32875156,598.0356074,38.39097359,411.2076605,50.98223702,,,,,,,,,,,,0.265343479,486.5590398,57.3247151,88.99042777,12.67823253,57.40584126,10.48917933,2.789353757,10.11631775,1.452750689,7.493542985,1.38351375,3.526171209,0.504234694,3.195836009,0.570996425,9.851703963,3.679188517,,,,,,,,,4.214012673,,10.80539712,1.72164317
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_VT_34-D7B [23179],"ANDESITE, BASALTIC [23179]",VOL,54.14,2.95,14.71,,,10.36,8.16,4.61,0.24,1.61,1.84,0.72,,,,,,,,,,,,,,,34.50538646,,226.5747489,44.35380886,,,30.74078422,18.26582238,6.162543848,103.4884159,31.04905275,1.859072486,,,,30.91738416,721.0677103,33.49889397,303.4694041,56.10095149,,,,,,,,,,,,0.434880201,609.9108976,58.54720047,110.096724,14.1619779,54.88654414,10.31891926,2.964469221,9.636593642,1.29708812,6.507009788,1.248783415,2.875725846,0.388394559,2.655161641,0.369709161,6.325974777,3.017362152,,,,,,,,,3.264912037,,8.008253744,2.058607916
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_34-A [23179],"ANDESITE, BASALTIC [23179]",VOL,53.90263,2.85991,14.67187,,,10.12583,8.29112,4.53375,0.18352,2.20689,1.66862,0.82248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_34-B [23179],"ANDESITE, BASALTIC [23179]",VOL,53.42,3.01,14.53,,,10.37,8.07,4.49,0.2,1.66,1.76,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_34-C1 [23179],"ANDESITE, BASALTIC [23179]",VOL,53.86,3.02,14.37,,,10.29,8.22,4.52,0.19,1.61,1.83,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_34-C2 [23179],"ANDESITE, BASALTIC [23179]",VOL,53.86,2.96,14.64,,,10.19,8.09,4.49,0.19,1.61,1.78,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_34-C3 [23179],"ANDESITE, BASALTIC [23179]",VOL,54.55,2.99,14.56,,,10.16,8.36,4.41,0.16,1.6,1.64,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_34-D [23179],"ANDESITE, BASALTIC [23179]",VOL,54.38,3,14.39,,,10.38,8.09,4.58,0.2,1.62,1.7,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_34-E1 [23179],"ANDESITE, BASALTIC [23179]",VOL,54.41,2.95,14.29,,,10.23,8.25,4.54,0.15,1.53,1.56,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_34-E2 [23179],"ANDESITE, BASALTIC [23179]",VOL,53.82,3.03,14.25,,,10.11,8.12,4.56,0.14,1.58,1.6,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_34-E3 [23179],"ANDESITE, BASALTIC [23179]",VOL,53.93,2.94,14.34,,,10.3,8.17,4.63,0.23,1.64,1.68,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_34-E4 [23179],"ANDESITE, BASALTIC [23179]",VOL,53.92,2.94,14.58,,,10.23,8.18,4.5,0.25,1.67,1.77,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_34-E5 [23179],"ANDESITE, BASALTIC [23179]",VOL,53.78,2.96,14.38,,,10.43,8.07,4.37,0.23,1.64,1.91,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_34-E6 [23179],"ANDESITE, BASALTIC [23179]",VOL,53.54,3,14.38,,,10.24,8.2,4.52,0.14,1.64,1.83,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_34-E7 [23179],"ANDESITE, BASALTIC [23179]",VOL,54.14,2.95,14.71,,,10.36,8.16,4.61,0.24,1.61,1.84,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_34-E8 [23179],"ANDESITE, BASALTIC [23179]",VOL,54.4,2.96,14.57,,,10.09,8.2,4.37,0.2,1.47,1.89,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_34-F [23179],"ANDESITE, BASALTIC [23179]",VOL,53.59,3.01,14.43,,,10.15,8.29,4.57,0.14,1.6,1.71,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_34-G [23179],"ANDESITE, BASALTIC [23179]",VOL,53.92,2.95,14.37,,,10.43,8.12,4.46,0.14,1.5,1.36,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_VT_38-A1A [23179],"ANDESITE, BASALTIC [23179]",VOL,54.3868,3.2407,14.0877,,,10.5558,7.6009,4.4028,0.1391,1.3239,1.8704,0.8331,,,,,,,,,,,,,,,33.92873257,,243.7649465,37.9001013,,,30.35564827,17.04738951,2.980467825,114.3908545,29.99134301,1.353544774,,,,26.69530127,661.4452583,38.95715171,344.4660348,63.76389089,,,,,,,,,,,,0.42329523,614.7893419,63.60100123,115.8561125,15.1085897,59.47994833,11.56705236,3.057469404,10.12799876,1.377192261,7.601395812,1.416924199,3.656422411,0.410361647,2.943941921,0.513345476,7.314368572,3.60832554,,,,,,,,,3.237877541,,8.441015184,2.018365087
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_38-A1 [23179],"ANDESITE, BASALTIC [23179]",VOL,54.3868,3.2407,14.0877,,,10.5558,7.6009,4.4028,0.1391,1.3239,1.8704,0.8331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_38-A2 [23179],"ANDESITE, BASALTIC [23179]",VOL,54.1019,3.2657,14.1676,,,10.4955,7.705,4.4616,0.1032,1.4306,1.8258,0.8594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,10.02,-83.76,SAE,s_160501_SY_38-A3 [23179],"ANDESITE, BASALTIC [23179]",VOL,54.1554,3.1786,14.084,,,10.7008,7.3369,4.3527,0.1703,1.4474,1.9429,0.7788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
