Year,SAMPLE_NAME,UNIQUE_ID,LOCATION,LAND_SEA,ROCK_TYPE,ROCK_NAME,LATITUDE,LONGITUDE,SIO2_WT,TIO2_WT,AL2O3_WT,FE2O3_WT,FEOT_WT,FEO_WT,CAO_WT,MGO_WT,MNO_WT,K2O_WT,NA2O_WT,P2O5_WT,LI_PPM,BE_PPM,B_PPM,F_PPM,K_PPM,SC_PPM,TI_PPM,V_PPM,CR_PPM,CO_PPM,NI_PPM,CU_PPM,ZN_PPM,GA_PPM,GE_PPM,AS_PPM,RB_PPM,SR_PPM,Y_PPM,ZR_PPM,NB_PPM,MO_PPM,AG_PPM,CD_PPM,IN_PPM,SN_PPM,SB_PPM,CS_PPM,BA_PPM,LA_PPM,CE_PPM,PR_PPM,ND_PPM,SM_PPM,EU_PPM,GD_PPM,TB_PPM,DY_PPM,HO_PPM,ER_PPM,TM_PPM,YB_PPM,LU_PPM,HF_PPM,TA_PPM,W_PPM,TL_PPM,PB_PPM,BI_PPM,RA226(PPQ),TH_PPM,TH232_PPM,PA(PPT),U_PPM,U238_PPM,CO2_PPM,H2O_PPM,OH_PPM
2000,samp. AN54,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,48.92,0.98,14.26,11.06,,,12.63,8.58,0.22,0.07,1.94,0.08,,,,,,,,310.5,223,,131,,,,,,,79,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. AN56,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,48.11,1.41,12.29,13.91,,,10.13,6.06,0.22,0.09,2.16,0.11,,,,,,,,371,117,,84,,,,,,,151,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. AN63,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,48.78,0.99,13.63,11.46,,,11.58,8.25,0.2,0.24,2.15,0.07,,,,,,,,305,303,,114,,,,,,1.74,136,21.7,54,3.1,,,,,,,,18,2.74,7.03,1.1,5.77,1.99,0.74,2.7,0.49,3.3,0.73,2.18,0.31,2.14,0.32,1.47,0.21,,,0.23,,,0.23,,,0.08,,,,
2000,samp. AN64,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,49.15,0.97,13.27,11,,,10.81,7.68,0.18,0.2,2.58,0.08,,,,,,,,309,295,,109,,,,,,,162,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. AN71,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,48.46,0.98,13.82,11.31,,,11.21,8.61,0.2,0.16,2.75,0.07,,,,,,,,308,298,,139,,,,,,,144.5,,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. AN72,11779-AN 72,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,49.46,0.96,14.31,10.76,,,11.52,8.23,0.19,0.31,2.29,0.07,,,,,,,,302,276,,125,,,,,,3.82,126,20,54,3.29,,,,,,,,16,2.48,6.71,1.07,5.44,1.87,0.71,2.57,0.47,3.12,0.68,2.07,0.29,1.97,0.3,1.39,0.23,,,0.31,,,0.25,,,0.08,,,,
2000,samp. AN75,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,48.93,0.91,13.99,10.72,,,12.09,8.83,0.19,0.21,2.1,0.08,,,,,,,,295,282,,118,,,,,,,244,,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. AN76,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,48.72,0.75,14.38,10.17,,,12.19,8.66,0.16,0.34,1.87,0.05,,,,,,,,261,296,,136,,,,,,2.27,82,15.5,41,2.13,,,,,,,,24,1.96,5.08,0.8,4.07,1.42,0.55,1.94,0.36,2.43,0.53,1.59,0.23,1.57,0.22,0.99,0.15,,,0.16,,,0.15,,,0.06,,,,
2000,samp. AN81,11783-AN 81,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,48.89,0.96,13.95,11.42,,,11.93,8.96,0.22,0.16,2.14,0.07,,,,,,,,314.5,291,,132,,,,,,1.4,95,21.1,52.5,2.88,,,,,,,,7,2.44,6.41,1.01,5.2,1.86,0.7,2.54,0.46,3.12,0.67,2.01,0.29,1.97,0.3,1.23,0.2,,,0.24,,,0.2,,,0.07,,,,
2000,samp. AN86,11793-AN 86,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,49.48,2.42,13.12,15.27,,,8.86,5.63,0.23,0.14,2.68,0.22,,,,,,,,544,76,,68,,,,,,1.55,102,55.6,146.5,9.06,,,,,,,,35,6.78,19.31,3,15.16,5.12,1.72,6.65,1.18,7.7,1.66,4.96,0.72,4.82,0.73,3.95,0.62,,,0.74,,,0.62,,,0.2,,,,
2000,samp. AN87,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,48.96,0.76,14.28,10.12,,,12.24,8.69,0.16,0.34,1.94,0.05,,,,,,,,269,345,,138,,,,,,,82,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. AN99,11803-AN 99,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,48.98,0.99,14.01,10.84,,,11.66,8.63,0.31,0.16,2.59,0.07,,,,,,,,318,281,,123,,,,,,1.51,73,23.3,55,3.16,,,,,,,,28,2.84,7.42,1.16,6,2.01,0.75,2.75,0.5,3.29,0.72,2.15,0.31,2.07,0.3,1.41,0.21,,,0.29,,,0.24,,,0.08,,,,
2000,samp. AN102,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,49.25,0.99,13.89,10.89,,,10.41,8.41,0.35,0.25,3.26,0.07,,,,,,,,325.5,298,,128,,,,,,,74,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. AN108,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,46.78,0.96,13.14,11.15,,,11.26,7.53,0.18,0.18,1.57,0.07,,,,,,,,289,212,,127,,,,,,,207,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. AN110,11823-AN 110,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,48.65,1,13.86,11.45,,,12.13,8.41,0.19,0.1,1.84,0.08,,,,,,,,310.5,306,,106,,,,,,1.11,108,21.2,53.5,3.11,,,,,,,,19,2.67,6.93,1.08,5.68,1.92,0.73,2.62,0.49,3.28,0.71,2.13,0.31,2.05,0.31,1.39,0.22,,,0.22,,,0.25,,,0.08,,,,
2000,samp. AN119,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,48.67,1.62,13.33,14.6,,,10.6,7.08,0.24,0.28,2.73,0.13,,,,,,,,392,106,,71,,,,,,2.72,120,32.4,86,4.83,,,,,,,,23,4.53,11.86,1.86,9.43,3.17,1.15,4.19,0.77,5.09,1.08,3.17,0.46,3.06,0.45,2.39,0.32,,,0.48,,,0.33,,,0.13,,,,
2000,samp. AN121,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,48.55,1.63,13.2,14.71,,,10.56,6.68,0.23,0.15,2.54,0.13,,,,,,,,397,72,,57,,,,,,,112,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. AN123,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,48.53,1.61,13.34,14.75,,,10.52,6.51,0.23,0.27,2.71,0.14,,,,,,,,404,89,,71,,,,,,3.12,125,33.5,92,5.15,,,,,,,,22,4.76,12.56,1.98,9.84,3.3,1.22,4.33,0.79,5.25,1.11,3.26,0.46,3.13,0.45,2.41,0.35,,,0.49,,,0.34,,,0.12,,,,
2000,samp. AN124,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,49.06,1.03,15.3,9.94,,,11.37,8.23,0.17,0.25,2.8,0.09,,,,,,,,292,307,,131,,,,,,2.12,115,19.3,55,3.41,,,,,,,,42,2.95,7.47,1.15,5.72,1.88,0.73,2.49,0.46,3.04,0.64,1.86,0.27,1.79,0.26,1.21,0.23,,,0.3,,,0.21,,,0.07,,,,
2000,samp. AN125,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,49.45,1.09,14.11,11.38,,,10.74,7.79,0.19,0.14,2.88,0.09,,,,,,,,322,302,,114,,,,,,1.7,276,21.6,54,3.69,,,,,,,,237,3.33,8.31,1.26,6.35,2.05,0.78,2.77,0.51,3.38,0.72,2.08,0.3,1.98,0.29,0.75,0.25,,,0.13,,,0.19,,,0.05,,,,
2000,samp. AN126,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,49.02,1.25,13.74,13.38,,,9.25,7.42,0.21,0.37,3.39,0.12,,,,,,,,361,98,,85,,,,,,7.01,130,24.8,65,4.13,,,,,,,,382,4.19,10.28,1.56,7.64,2.45,0.92,3.3,0.59,3.87,0.83,2.43,0.35,2.35,0.35,1.52,0.29,,,0.17,,,0.27,,,0.11,,,,
2000,samp. AN127,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,48.37,2.33,12.46,17.77,,,8.74,4.42,0.24,0.21,3.24,0.19,,,,,,,,516,28,,30,,,,,,3.68,237,41.3,124,7.26,,,,,,,,55,6.86,18.04,2.79,14,4.54,1.66,5.78,1.05,6.77,1.39,4,0.56,3.65,0.54,1.97,0.5,,,0.15,,,0.28,,,0.07,,,,
2000,samp. AN128,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,49.98,0.8,13.59,9.97,,,10.11,8.71,0.19,0.24,3.42,0.06,,,,,,,,264,365,,126,,,,,,,377,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. BN14,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,47.84,0.83,14.21,10.69,,,12.22,8.11,0.17,0.46,2.37,0.06,,,,,,,,274,377,,129,,,,,,,113,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. BN17,11859-BN 17,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,49.75,1.61,12.74,14.28,,,8.81,6.34,0.21,1.46,2.68,0.13,,,,,,,,386,62,,58,,,,,,12.27,80,28.4,91,5.1,,,,,,,,85,4.34,11.61,1.87,9.46,3.22,1.16,4.28,0.77,5.17,1.06,3.01,0.45,2.95,0.44,2.33,0.31,,,0.1,,,0.34,,,0.11,,,,
2000,samp. BN19,11861-BN 19,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,50.16,0.88,14.73,9.52,,,12.75,8.6,0.17,0.16,1.86,0.07,,,,,,,,273,376,,156,,,,,,2.28,87,15.8,47,2.47,,,,,,,,11,2.02,5.45,0.87,4.45,1.58,0.6,2.2,0.41,2.76,0.59,1.69,0.26,1.74,0.26,1.15,0.15,,,0.24,,,0.15,,,0.08,,,,
2000,samp. BN20,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,48.91,1.68,13.3,14.75,,,10.38,6.19,0.22,0.13,2.67,0.15,,,,,,,,396,75,,54,,,,,,,114,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. BN21,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,49.44,1,14.08,11.06,,,11.65,7.95,0.18,0.07,2.29,0.08,,,,,,,,306,241,,103,,,,,,,208,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. BN22,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,49.02,1.26,14.51,11.65,,,12.33,7.9,0.17,0.11,2.31,0.1,,,,,,,,323,253,,104,,,,,,,111,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. BN26,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,48.79,1.66,13.15,14.81,,,10.36,6.71,0.24,0.16,2.64,0.13,,,,,,,,399,75,,55,,,,,,,127,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. BN29,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,48.03,1.44,14.92,12.38,,,10.53,5.56,0.18,0.15,2.58,0.11,,,,,,,,341,33,,37,,,,,,,459,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. BN33,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / NICOYA COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10.5,-85,46.14,1.14,13.3,11.71,,,11.48,7.24,0.21,0.44,3.06,0.09,,,,,,,,325,196,,103,,,,,,,265,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. AH1A,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA,SUBAERIAL,VOLCANIC ROCK,BASALT,9.5,-84,48.15,1.05,13.79,11.27,,,11.63,8.24,0.16,0.06,1.75,0.07,,,,,,,,327,345,,124,,,,,,,316,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. AH1B,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA,SUBAERIAL,VOLCANIC ROCK,BASALT,9.5,-84,48.58,1.08,14.23,11.25,,,12.2,8.55,0.17,0.06,1.87,0.08,,,,,,,,321,393,,122,,,,,,0.99,227.5,22.9,53.5,3.96,,,,,,,,28,3.22,8.04,1.22,5.95,2.01,0.74,2.7,0.48,3.18,0.69,2.07,0.31,2.02,0.3,1.44,0.27,,,0.33,,,0.24,,,0.08,,,,
2000,samp. AH2,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA,SUBAERIAL,VOLCANIC ROCK,BASALT,9.5,-84,49.03,1.07,13.93,10.96,,,12.02,8.87,0.17,0.04,1.9,0.07,,,,,,,,321,377,,129,,,,,,,92.5,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. AH4,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA,SUBAERIAL,VOLCANIC ROCK,BASALT,9.5,-84,48.76,1.03,13.78,10.89,,,12.04,8.75,0.19,0.06,2.01,0.08,,,,,,,,308.5,407,,139,,,,,,,90.5,,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. AH5,11874-AH 5,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA,SUBAERIAL,VOLCANIC ROCK,BASALT,9.5,-84,47.92,2.28,16.24,11.75,,,8.94,5.81,0.17,0.58,3.66,0.21,,,,,,,,333,74,,50,,,,,,8.71,328,27.4,138,3.88,,,,,,,,36,3.59,9.08,1.42,7.07,2.4,0.89,3.22,0.61,4.13,0.9,2.65,0.39,2.61,0.39,1.68,0.27,,,0.39,,,0.27,,,0.1,,,,
2000,samp. AH6,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA,SUBAERIAL,VOLCANIC ROCK,BASALT,9.5,-84,49.15,1.07,13.83,11.04,,,11.79,9.13,0.19,0.08,2.22,0.07,,,,,,,,312,433,,144,,,,,,,93,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. AH8,11875-AH 8,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA,SUBAERIAL,VOLCANIC ROCK,BASALT,9.5,-84,49.35,0.84,14.46,10.24,,,11.55,8.87,0.16,0.28,2.12,0.06,,,,,,,,281,400,,140,,,,,,1.5,395,15.3,41,2.39,,,,,,,,23,1.9,5.06,0.82,4.19,1.5,0.59,2.1,0.4,2.72,0.58,1.65,0.25,1.69,0.26,1.13,0.21,,,0.2,,,0.15,,,0.05,,,,
2000,samp. BH11,11873-BH 11,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA,SUBAERIAL,VOLCANIC ROCK,BASALT,9.5,-84,48.73,0.88,14.44,10.33,,,11.77,9.43,0.18,0.08,2.29,0.07,,,,,,,,280,437,,167,,,,,,0.69,105,15.3,46,2.88,,,,,,,,24,2.43,6.32,1,4.96,1.67,0.63,2.3,0.42,2.85,0.6,1.71,0.26,1.73,0.26,1.2,0.17,,,0.21,,,0.19,,,0.06,,,,
2000,samp. TG1,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / TORTUGAL COMPLEX,SUBAERIAL,VOLCANIC ROCK,PICRITE,10,-84,41.27,0.7,4.47,12.21,,,4.61,28.75,0.17,0.12,0.34,0.07,,,,,,,,152,2189,,1573,,,,,,,85,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. TG2,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / TORTUGAL COMPLEX,SUBAERIAL,VOLCANIC ROCK,PICRITE,10,-84,42.36,0.59,4.98,11.41,,,5.2,27.98,0.17,0.37,0.42,0.07,,,,,,,,156,2846,,1564,,,,,,,378,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. TG3,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / TORTUGAL COMPLEX,SUBAERIAL,VOLCANIC ROCK,PICRITE,10,-84,41.35,0.8,4.44,11.28,,,4.8,27.84,0.16,0.07,0.17,0.07,,,,,,,,143,2393,,1585,,,,,,,69,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. TG4,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / TORTUGAL COMPLEX,SUBAERIAL,VOLCANIC ROCK,PICRITE,10,-84,42.03,0.66,4.74,11.51,,,4.91,28.89,0.17,0.09,0.29,0.06,,,,,,,,143,2543,,1606,,,,,,,95,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. TG5,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / TORTUGAL COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10,-84,42.02,0.62,5.22,11.24,,,5.15,26.24,0.16,0.02,0.06,0.05,,,,,,,,148,2447,,1385,,,,,,3.69,95,6.2,39,6.21,,,,,,,,82,5.09,10.75,1.4,6.04,1.42,0.48,1.48,0.22,1.36,0.27,0.69,0.1,0.62,0.09,1.08,0.39,,,1.04,,,0.43,,,0.14,,,,
2000,samp. TG6,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / TORTUGAL COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10,-84,49.23,3.22,12.96,13.22,,,6.76,6.24,0.2,0.69,3.67,0.27,,,,,,,,409,273,,181,,,,,,14.69,230,32.3,197,23.17,,,,,,,,149,18.77,43.83,6.05,26.76,6.95,2.28,6.92,1.07,5.98,1.11,2.85,0.37,2.25,0.31,5,1.55,,,1.67,,,1.68,,,0.53,,,,
2000,samp. TG7,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / TORTUGAL COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10,-84,36.45,0.85,12.68,10.08,,,11.78,7.71,0.15,1.12,3.3,0.07,,,,,,,,269,362,,129,,,,,,,59,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. TG8,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / TORTUGAL COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10,-84,48.35,1.41,13.16,14.22,,,8.68,5.19,0.16,1.95,3.67,0.1,,,,,,,,205,188,,148,,,,,,24.66,255,19.2,75,8.86,,,,,,,,433,8.18,18.71,2.6,11.51,3.07,1.04,3.29,0.52,3.14,0.64,1.8,0.25,1.58,0.23,2.1,0.61,,,1.81,,,0.6,,,0.11,,,,
2000,samp. TG9,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / TORTUGAL COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10,-84,49.49,1.79,12.24,11.83,,,7.86,7.05,0.18,2.18,3.45,0.17,,,,,,,,299,452,,183,,,,,,38.7,383,21.8,125,24.83,,,,,,,,761,24.93,45.52,5.39,21,4.59,1.42,1.37,0.64,3.7,0.71,1.95,0.27,1.76,0.26,3.31,1.67,,,3.78,,,2.22,,,0.59,,,,
2000,samp. TG10,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / TORTUGAL COMPLEX,SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10,-86,45.7,2.67,14.74,11.04,,,7.15,7.26,0.15,3.23,2.57,0.35,,,,,,,,368,38,,47,,,,,,29.51,376,29.7,,37.62,,,,,,,,748,36.96,79.84,9.92,39.54,8.17,2.38,7.03,0.97,5.3,0.99,2.68,0.36,2.32,0.33,5.9,2.47,,,2.14,,,3.87,,,1.06,,,,
2000,samp. TG11,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / TORTUGAL COMPLEX,SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10,-86,48.2,2.6,12.93,12.24,,,7.68,7.27,0.16,0.72,4.32,0.27,,,,,,,,337,294,,167,,,,,,8.57,393,27.3,173,32.64,,,,,,,,90,28.48,58.03,7.2,29.18,6.37,2.12,6.19,0.9,4.94,0.92,2.42,0.32,1.98,0.28,4.37,2.02,,,1.66,,,2.04,,,0.67,,,,
2000,samp. TG12,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / TORTUGAL COMPLEX,SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10,-86,48.16,2.43,11.98,12.53,,,7.9,7.98,0.15,1.84,2.97,0.25,,,,,,,,337,7.12,,286,,,,,,17.21,656,26.2,140,29.2,,,,,,,,1732,26.3,51.97,6.51,26.57,5.95,1.92,5.99,0.84,4.72,0.87,2.28,0.3,1.83,0.26,3.96,1.82,,,2.26,,,1.85,,,0.6,,,,
2000,samp. TG13,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / TORTUGAL COMPLEX,SUBAERIAL,PLUTONIC ROCK,GABBRO,10,-84,48.95,0.91,13.81,11.23,,,9.51,8.65,0.18,0.44,2.96,0.07,,,,,,,,300,381,,156,,,,,,6.21,172,22.1,50,3,,,,,,,,109,3.12,7.9,1.21,6.16,2.11,0.78,2.77,0.5,3.39,0.73,2.17,0.32,2.12,0.31,1.41,0.21,,,0.57,,,0.24,,,0.07,,,,
2000,samp. TG14,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / TORTUGAL COMPLEX,SUBAERIAL,PLUTONIC ROCK,GABBRO,10,-84,47.99,0.84,16.31,10.16,,,8.78,6.67,0.18,0.81,3.51,0.08,,,,,,,,290,154,,56,,,,,,,313,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. BC16,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / TORTUGAL COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10,-84,47.13,3.85,13.28,13.62,,,10.36,6.32,0.18,0.35,2.11,0.36,,,,,,,,401,200,,125,,,,,,,457,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. BC17,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / TORTUGAL COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10,-86,50.48,1,13.61,11.38,,,9.6,7.97,0.2,0.04,3.78,0.09,,,,,,,,309,268,,119,,,,,,0.24,155,19.4,53,3.02,,,,,,,,22,2.71,7.48,1.21,6.17,2.17,0.79,2.85,0.54,3.54,0.78,2.21,0.33,2.25,0.34,1.58,0.19,,,0.25,,,0.22,,,0.08,,,,
2000,samp. BC18,,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA / TORTUGAL COMPLEX,SUBAERIAL,VOLCANIC ROCK,BASALT,10,-86,49.64,1.02,13.91,11.45,,,9.8,7.86,0.18,0.69,3.25,0.08,,,,,,,,327,179,,127,,,,,,,258,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,samp. GO1,11887-GO 1,CARIBBEAN-COLOMBIAN PLATEAU /  / COSTA RICA,SUBAERIAL,VOLCANIC ROCK,BASALT,9,-83,56.37,1.29,13.56,13.81,,,5.27,3.2,0.18,0.45,4.37,0.17,,,,,,,,308,0,,0,,,,,,6.61,149,36,111,4.67,,,,,,,,120,5.83,14.65,2.28,11.09,3.73,1.21,4.89,0.94,6.42,1.41,4.16,0.66,4.42,0.68,3.09,0.28,,,0.31,,,0.64,,,0.22,,,,
