TECTONIC_SETTING,LOCATION,LATITUDE,LONGITUDE,LAND_SEA,SAMPLE_NAME,ROCK_NAME,ROCK_TYPE,SIO2_WT,TIO2_WT,AL2O3_WT,FE2O3_WT,FEO_WT,FEOT_WT,CAO_WT,MGO_WT,MNO_WT,K2O_WT,NA2O_WT,P2O5_WT,LI_PPM,BE_PPM,B_PPM,C_PPM,CO2_PPM,F_PPM,NA_PPM,MG_PPM,AL_PPM,P_PPM,S_PPM,CL_PPM,K_PPM,CA_PPM,SC_PPM,TI_PPM,V_PPM,CR_PPM,MN_PPM,FE_PPM,CO_PPM,NI_PPM,CU_PPM,ZN_PPM,GA_PPM,GE_PPM,AS_PPM,SE_PPM,BR_PPM,RB_PPM,SR_PPM,Y_PPM,ZR_PPM,NB_PPM,MO_PPM,RU_PPM,RH_PPM,PD_PPM,AG_PPM,CD_PPM,IN_PPM,SN_PPM,SB_PPM,TE_PPM,I_PPM,CS_PPM,BA_PPM,LA_PPM,CE_PPM,PR_PPM,ND_PPM,SM_PPM,EU_PPM,GD_PPM,TB_PPM,DY_PPM,HO_PPM,ER_PPM,TM_PPM,YB_PPM,LU_PPM,HF_PPM,TA_PPM,W_PPM,RE_PPM,OS_PPM,IR_PPM,PT_PPM,AU_PPM,HG_PPM,TL_PPM,PB_PPM,BI_PPM,TH_PPM,U_PPM
CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MOUNT SHASTA,41.4216,-122.346,SAE,s_97-3 [4684],ANDESITE [4684],VOL,59.27,0.79,15.9,4.85,,,6.7,4.84,0.08,1.79,3.69,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MOUNT SHASTA,41.4065,-122.1368,SAE,s_83-44 [4684],ANDESITE [4684],VOL,62.26,0.61,16.93,1.92,2.64,,5.99,3.49,0.08,1.23,4.6,0.16,,,,,,,,,,,,,,,,,104,68,,,,40,,73,,,,,,26,714,11,110,,,,,,,,,,,,,,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MOUNT SHASTA,41.419,-122.162,SAE,s_83-46 [4684],ANDESITE [4684],VOL,62.88,0.63,17.25,1.56,2.98,,5.61,2.84,0.09,1.26,4.77,0.16,,,,,,,,,,,,,,,,,82,33,,,,23,,73,,,,,,29,557,12,105,,,,,,,,,,,,,,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MOUNT SHASTA,41.4106,-122.1935,SAE,s_83-55 [4684],ANDESITE [4684],VOL,62.44,0.63,16.36,2.11,2.58,,5.89,3.52,0.08,1.41,4.32,0.14,,,,,,,,,,,,,,,,,103,63,,,,18,,72,,,,,,36,668,11,115,,,,,,,,,,,,,,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MOUNT SHASTA,41.4238,-122.1736,SAE,s_97-5 [4684],ANDESITE [4684],VOL,61.85,0.64,16.94,4.58,,,6.02,3.46,0.07,1.24,4.14,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,MARIANA ARC / MARIANA ARC - SOUTHERN SEAMOUNT PROVINCE / SAIPAN / HAGMAN FORMATION,15.2,145.72,SAE,s_MSS-135 [2390],ANDESITE [2390],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.08,,9.74,2.89,0.87,3.34,,4.08,,2.67,,2.69,,,,,,,,,,,,2.96,,0.94,0.32
CONVERGENT MARGIN,KURILE ARC / KURILE ARC / BROU(GH)TON(A) / BROU(GH)TON(A),47.12,152.23,SAE,s_V-17-603 [7321] / s_V17-603 [4190],"BASALT [7321] / NOT GIVEN [2953] / ANDESITE, BASALTIC [2335]",VOL,51.53,,,,,,,7.97,,1.46,,,,0.75,6.17,,,,,,,,,,,,,,,,,,,,34,62,,,0.44,,,,,,,5.92,1,,,,,,,0.6,0.05,,,0.31,341,14,,,,,,,,,,,,,,,,0.3,,,,,,,0.053,3.1,,2.7,
CONVERGENT MARGIN,KURILE ARC / KURILE ARC / BROU(GH)TON(A) / BROU(GH)TON(A),47.12,152.23,SAE,s_KY-20/76 [11076],"ANDESITE, BASALTIC [11076]",VOL,54.04,0.72,17.14,,,5.88,9.22,7.13,0.14,1.89,2.64,0.28,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.15,,17.91,84.79,3.13,,,,,,,,,,,,1.25,214.5,13.23,33.94,3.53,16.22,3.69,1.38,3.61,0.75,4.13,0.69,2.17,0.31,2.02,0.32,2.56,0.2,,,,,,,,,28.37,,3.23,1.06
CONVERGENT MARGIN,KURILE ARC / KURILE ARC / BROU(GH)TON(A) / BROU(GH)TON(A),47.12,152.23,SAE,s_V15-307 [6818] / s_V-15-307 [3042],BASALT [6818] / ANDESITE [3042],VOL,58.22,0.67,16.3,2.24,5.77,,7.04,3.36,0.14,2.09,3.46,0.21,,,,,,,,,,,,,,,,,56,340,,,28,25,59,64,,,,,,47,470,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,KURILE ARC / KURILE ARC / CHIRPOY (CHERNYYE) / CHERNYI,46.5,150.8,SAE,s_B-15-327 [3042],ANDESITE [3042],VOL,60.25,0.72,15.6,1.67,6.29,,7.21,2.67,0.15,1.37,3.29,0.13,,,,,,,,,,,,,,,,,220,70,,,18,15,62,77,,,,,,27,245,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,KURILE ARC / KURILE ARC / ITURUP (ITIRUP) / BERUTARUBE,44.47,146.93,SAE,s_107/81 [3042],"ANDESITE, BASALTIC [3042]",VOL,55.37,1.02,17.76,3.28,6.47,,8.68,4.06,0.17,0.21,2.71,0.14,,,,,,,,,,,,,,,,,,,,,20,8,31,88,,,,,,6.5,220,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,KURILE ARC / KURILE ARC / KUNASHIR / GOLOVNIN,43.88,145.53,SAE,s_P-40/2000 [17872],"ANDESITE, BASALTIC [17872]",VOL,54.59,0.75,17.09,,,9.43,9.3,5.23,0.18,0.1,1.99,0.06,3.34,0.252,,,,,,,,,,,,,40,,260,65,,,,21.4,,,13.9,,,,,1.18,207,18.5,32.43,0.256,,,,,,,,,0.105,,,0.06,93,1.93,5.86,0.96,5.37,1.88,0.73,2.76,0.48,3.29,0.72,2.03,0.32,2.16,0.34,1.17,0.018,,,,,,,,0.006,2.75,,0.25,0.1
INTRAPLATE VOLCANICS,BERING SEA BASALT PROVINCE - CENOZOIC / RUSSIA / DREDGE 15,58.4583,-176.865,SAQ,s_15-3 [16383],"ANDESITE, BASALTIC [16383]",VOL,34.8,1.12,18.8,4.51,3.52,,8.39,2.34,0.09,2.51,3.33,0.46,,,,,,,,,,,,,,,,,,21,,,20,,,,,,,23,,50,524,26,107,0,,,,,,,,,,,,,556,14,32,,22,5,1.4,,0.7,,,,,2.5,0.39,3.1,0.31,,,,,,,,,,,2.8,
INTRAPLATE VOLCANICS,BERING SEA BASALT PROVINCE - CENOZOIC / RUSSIA / DREDGE 40,58.6017,-177.3483,SAQ,s_40-5 [16383],ANDESITE [16383],VOL,62.7,0.47,16.9,,,4.4,5.31,3.39,0.05,1.57,4.45,0.43,,,,,,,,,,,,,,,,,,67,,,17,,,,,,,11,,33,566,15,134,7,,,,,,,,,,,,,237,9.64,20.9,,11,2.47,0.79,,0.33,,,,,0.81,0.12,3.1,0.16,,,,,,,,,,,1.54,
INTRAPLATE VOLCANICS,BERING SEA BASALT PROVINCE - CENOZOIC / RUSSIA / DREDGE 40,58.6017,-177.3483,SAQ,s_40-9 [16383],ANDESITE [16383],VOL,61.7,0.47,18.9,,,3.71,5.4,2.45,0.03,1.65,5.16,0.23,,,,,,,,,,,,,,,,,,54,,,11,,,,,,,11,,14,611,11,139,0,,,,,,,,,,,,,246,10.1,21.6,,12.2,2.3,0.85,,0.36,,,,,0.72,0.1,3.3,0.18,,,,,,,,,,,1.68,
INTRAPLATE VOLCANICS,BERING SEA BASALT PROVINCE - CENOZOIC / RUSSIA / DREDGE 40,58.6017,-177.3483,SAQ,s_40-10 [16383],ANDESITE [16383],VOL,62.2,0.76,16.9,,,4.32,5.83,3.36,0.07,1.87,4.18,0.35,,,,,,,,,,,,,,,,,,89,,,16,,,,,,,13,,31,597,17,160,0,,,,,,,,,,,,,1199,14.3,30.7,,16.3,3.23,1.11,,0.49,,,,,1.26,0.19,3.5,0.24,,,,,,,,,,,1.65,
INTRAPLATE VOLCANICS,BERING SEA BASALT PROVINCE - CENOZOIC / RUSSIA / DREDGE 41,58.61,-177.345,SAQ,s_41-6 [16383],ANDESITE [16383],VOL,62.6,0.8,17,,,5.44,5.1,2.23,0.05,1.68,4.32,0.29,,,,,,,,,,,,,,,,,,18,,,19,,,,,,,10,,32,838,15,117,0,,,,,,,,,,,,,498,12.6,27.3,,13.9,2.91,1.02,,0.39,,,,,0.99,0.16,2.6,0.17,,,,,,,,,,,1.32,
INTRAPLATE VOLCANICS,BERING SEA BASALT PROVINCE - CENOZOIC / RUSSIA / DREDGE 45,58.5283,-176.19,SAQ,s_45-4 [16383],"ANDESITE, BASALTIC [16383]",VOL,56,1.67,19.9,,,4.66,8.72,1.69,0.06,2.02,4.04,0.71,,,,,,,,,,,,,,,,,,18,,,16,,,,,,,21,,40,843,23,180,11,,,,,,,,,,,,,1245,22.4,50.6,,29.6,5.81,1.95,,0.89,,,,,2.06,0.26,4.3,0.61,,,,,,,,,,,2.55,
INTRAPLATE VOLCANICS,BERING SEA BASALT PROVINCE - CENOZOIC / RUSSIA / DREDGE 45,58.5283,-176.19,SAQ,s_45-7 [16383],ANDESITE [16383],VOL,61,0.73,16.8,,,5.14,6.32,3.44,0.06,1.34,4.28,0.56,,,,,,,,,,,,,,,,,,90,,,29,,,,,,,16,,24,569,16,132,6,,,,,,,,,,,,,302,13.4,25.8,,14.4,3.19,1.05,,0.49,,,,,1.28,0.2,3.6,0.23,,,,,,,,,,,1.86,
INTRAPLATE VOLCANICS,BERING SEA BASALT PROVINCE - CENOZOIC / RUSSIA / DREDGE 45,58.5283,-176.19,SAQ,s_45-4 [16383],"ANDESITE, BASALTIC [16383]",VOL,,,,,,,,,,1.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRAPLATE VOLCANICS,BERING SEA BASALT PROVINCE - CENOZOIC / RUSSIA / DREDGE 45,58.5283,-176.19,SAQ,s_45-4 [16383],"ANDESITE, BASALTIC [16383]",VOL,,,,,,,,,,1.959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRAPLATE VOLCANICS,BERING SEA BASALT PROVINCE - CENOZOIC / RUSSIA / DREDGE 45,58.5283,-176.19,SAQ,s_45-7 [16383],ANDESITE [16383],VOL,,,,,,,,,,0.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRAPLATE VOLCANICS,BERING SEA BASALT PROVINCE - CENOZOIC / RUSSIA / DREDGE 45,58.5283,-176.19,SAQ,s_45-7 [16383],ANDESITE [16383],VOL,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / SHIKOKU/SIKOKU / SHIMANTO ACCRETIONARY COMPLEX,33.31417,134.19356,SAE,s_SH-05-10 [19928],"ANDESITE, BASALTIC [19928]",VOL,54.4,0.78,15.1,10.6,,,3.04,3.35,0.12,0.18,5.98,0.3,,,,,,,,,,,,,,,,,342,10,,,,3,,,,,,,,5,242,20.3,64,4.2,,,,,,,,,,,,,201,10.3,21,2.9,16,4,1.1,3.8,0.6,3.5,0.7,2.2,0.3,2.5,0.3,2.1,0.4,,,,,,,,,,,2,0.8
CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / SHIKOKU/SIKOKU / SHIMANTO ACCRETIONARY COMPLEX,33.25356,134.182,SAE,s_SH-07-10 [19928],ANDESITE [19928],VOL,57.3,0.65,18,7.3,,,1.84,3.41,0.08,0.2,7.93,0.25,,,,,,,,,,,,,,,,,248,60,,,,12,,,,,,,,6,238,14.9,41,1.5,,,,,,,,,,,,,99,5.7,12.7,1.8,10.8,3,0.9,2.9,0.5,2.9,0.7,1.8,0.3,2,0.3,1.5,0.3,,,,,,,,,,,0.9,0.5
CONTINENTAL FLOOD BASALT,"NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / WEST GREENLAND / VAIGAT FORMATION, KUGANGUAQ MEMBER",70.2286,-53.8664,SAE,s_GGU113363 [18064],ANDESITE [18064],VOL,56.3,0.95,13.2,2.12,7.73,,6.37,9.28,0.13,1.69,1.97,0.19,,,,,,,,,,,,,,,26,,188,850,,,42,203,69,82,17,,,,,54,189,21,129,9,,,,,,,,,,,,,383,29,47,,25,,,,,,,,,,,,,,,,,,,,,,,,
CONTINENTAL FLOOD BASALT,"NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / WEST GREENLAND / VAIGAT FORMATION, KUGANGUAQ MEMBER",70.2186,-53.8083,SAE,s_GGU135927 [18064],ANDESITE [18064],VOL,57.01,0.99,13.15,2.32,7.69,,6.47,8.33,0.19,1.67,1.92,0.17,,,,,,,,,,,,,,,28,,190,831,,,44,395,60,82,18,,,,,60,199,21,135,9,,,,,,,,,0.17,,,1.38,404,24.8,48,,24,4.76,1.26,,0.61,,,,,1.6,0.28,2.5,0.61,,,,,,,,,,,3.9,1.56
CONTINENTAL FLOOD BASALT,"NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / WEST GREENLAND / VAIGAT FORMATION, KUGANGUAQ MEMBER",70.2272,-53.8333,SAE,s_GGU135945 [18064],ANDESITE [18064],VOL,59.15,0.94,13.47,1.93,7.29,,5.78,7.72,0.11,2.03,2.04,0.19,,,,,,,,,,,,,,,25,,169,749,,,36,160,39,81,19,,,,,68,190,21,149,10,,,,,,,,,,,,,463,33,50,,26,,,,,,,,,,,,,,,,,,,,,,,,
CONTINENTAL FLOOD BASALT,"NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / WEST GREENLAND / VAIGAT FORMATION, KUGANGUAQ MEMBER",70.2186,-53.8083,SAE,s_GGU135924 [18064],ANDESITE [18064],VOL,56.24,1,13.3,3.5,7.83,,6.95,8.95,0.25,0.72,2.3,0.17,,,,,,,,,,,,,,,27,,191,852,,,45,208,55,81,18,,,,,68,210,21,133,8,,,,,,,,,,,,,371,28,42,,24,,,,,,,,,,,,,,,,,,,,,,,,
CONTINENTAL FLOOD BASALT,"NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / WEST GREENLAND / VAIGAT FORMATION, KUGANGUAQ MEMBER",70.2272,-53.8333,SAE,s_GGU135947 [18064],ANDESITE [18064],VOL,56.15,1,13.28,1.4,8.18,,6.99,9.04,0.15,0.81,2.3,0.17,,,,,,,,,,,,,,,28,,194,858,,,45,219,52,82,18,,,,,46,215,21,134,9,,,,,,,,,,,,,390,32,43,,22,,,,,,,,,,,,,,,,,,,,,,,,
CONTINENTAL FLOOD BASALT,"NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / WEST GREENLAND / VAIGAT FORMATION, KUGANGUAQ MEMBER",70.2464,-53.8508,SAE,s_GGU135962 [18064],ANDESITE [18064],VOL,56.51,0.94,13.23,1.16,6.9,7.94,6.74,9.76,0.13,0.75,2.48,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,KURILE ARC / KURILE ARC / KUNASHIR / RURUI,44,145.5,SAE,s_36/25-77 [3042],ANDESITE [3042],VOL,57.08,0.96,17.77,1.69,6.8,,7.1,3.86,0.13,1.18,2.87,0.19,,,,,,,,,,,,,,,,,,,,,19,20,37,64,,,,,,45,300,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ZHEJIANG PROVINCE,29.5,121,SAE,s_B44E [18063],ANDESITE [18063],VOL,58.94,1.04,19.73,4.53,1.95,,6.5,1.01,0.11,2.99,2.48,0.52,,,,,,,,,,,,,,,7.97,,,,,,5.9,5.7,,,,,,,,134.1,370.2,9.91,139.1,5.4,,,,,,,,,,,,,1480,20.35,37.36,4.64,18.43,4.54,1.28,4.7,0.64,3.25,0.62,1.44,0.17,1.48,0.26,,,,,,,,,,,,,3.7,0.4
INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / FUJIAN PROVINCE / YUNSHAN CALDERA / SHIMAOSHAN GROUP,25.9,118.9,SAE,s_YS-15 [18059],"ANDESITE, BASALTIC [18059]",VOL,53.56,1.39,15.96,5.91,2.76,,7.18,4.3,0.14,2.42,2.52,0.85,,,,,,,,,,,,,,,25,,177,88,,,20,38,10,120,17,,,,,104,1086,22.88,324,18,,,,,,,,,,,,,1248,60.24,106.5,13.64,55.81,9.54,2.39,7.45,0.95,4.9,0.98,2.36,0.33,1.82,0.27,11,,,,,,,,,,15,,3,
INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / FUJIAN PROVINCE / YUNSHAN CALDERA / SHIMAOSHAN GROUP,25.9,118.9,SAE,s_PI-10 [18059],"ANDESITE, BASALTIC [18059]",VOL,52.31,1.54,16.26,5.69,3.68,,6.63,4.4,0.12,2.54,3.88,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9,,,,,,,,,,,,,,,,39.2,169,8.73,34,6.44,1.49,5.68,0.85,4.12,0.93,2.31,0.62,2.04,0.32,,,,,,,,,,,,,,
CONVERGENT MARGIN,IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE 792,30.3993,140.3798,SAQ,"s_126-792E-71R-1,18-21100 [3207]",ANDESITE [3207],VOL,57.12,0.58,18.42,,,6.58,9.99,3.17,0.25,0.28,2.55,0.11,,,,,,,,,,444,,,,,,,267,29,,,,12,,74,15.8,,,,,3.3,175,25.7,41.1,0.1,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE 792,30.3993,140.3798,SAQ,"s_126-792E-71R-2,89-92101 [3207]",ANDESITE [3207] / NOT GIVEN [2328],VOL,57.44,0.55,17.69,,,7.37,8.82,3.56,0.32,0.55,2.37,0.07,,,,,,,,,,281,,,,,,,251,26,,,,12,,16,15.8,,,,,10.3,166,20.8,39,0.2,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE 792,30.3993,140.3798,SAQ,"s_126-792E-72R-1,100-104103 [3207]",ANDESITE [3207] / NOT GIVEN [2328],VOL,56.77,0.54,18.32,,,6.68,9.79,3.35,0.13,0.18,2.43,0.47,,,,,,,,,,2244,,,,,,,253,66,,,,11,,66,16.3,,,,,3.1,185,46.8,40.4,0.2,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / TOLBACHIK,55.7908,160.40867,SAE,s_TOL-12-47 [19963],"ANDESITE, BASALTIC [19963]",VOL,55,1.022,17.7,,,8.28,6.798,3.272,0.145,1.689,3.779,0.327,,,,,,,,,,,,,,,,,,21.4975452,,,,17.5370731,78.0894089,91.8138123,,,,,,38.3770027,463.050385,32.0300598,188.030472,4.08241129,,,,,,0.15144369,,0.806866646,,,,1.00640297,596.98877,13.738306,32.2504921,4.57392216,21.7244835,5.49264002,1.71644676,5.92620373,0.869634509,5.30606508,0.938652933,2.98465061,0.50875473,3.212008,0.500849724,3.92221355,0.25664407,,,,,,,,,5.55297613,,1.39126134,0.930929303
CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / TOLBACHIK,55.792,160.40628,SAE,s_TOL-12-49 [19963],"ANDESITE, BASALTIC [19963]",VOL,53.159,1.096,17.602,,,8.57,7.515,3.823,0.15,1.47,3.561,0.302,,,,,,,,,,,,,,,,,,16.825119,,,,16.6009789,86.5369186,88.6366119,,,,,,29.8741894,438.113556,32.0197182,159.73674,3.40616035,,,,,,0.125365034,,1.22499895,,,,0.714634657,498.996979,12.6012621,29.5954399,4.25322723,20.5083847,5.26636457,1.62620234,5.65584612,0.852364659,5.26416302,0.93205893,2.96638846,0.506303191,3.13234425,0.490421563,3.49877191,0.211095586,,,,,,,,,4.65060997,,1.13045549,0.71688503
CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / TOLBACHIK,55.76458,160.43569,SAE,s_TOL-12-53 [19963],"ANDESITE, BASALTIC [19963]",VOL,55.871,0.955,19.647,,,6.48,6.969,2.118,0.122,1.8,4.18,0.366,,,,,,,,,,,,,,,,,,9.81625366,,,,7.02142572,39.5729446,69.9780807,,,,,,30.4712563,415.735229,29.622097,186.18396,4.0241704,,,,,,0.108414911,,0.449331373,,,,0.527954698,517.614441,11.5737295,28.4544334,4.01671314,19.3501873,4.92724371,1.54384124,5.22076035,0.790587544,4.85485125,0.864791393,2.78891277,0.477268755,2.9849534,0.467793077,3.73240972,0.239850312,,,,,,,,,4.55537748,,1.27173805,0.78184557
CONVERGENT MARGIN,IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE 793,31.1055,139.8878,SAQ,"s_126-793B-100R-2,16-19049 [3207]","ANDESITE, BASALTIC, 2-PYROXENE [3207]",VOL,53.96,0.33,17.19,,,8.52,9.52,5.88,0.13,0.91,2.43,0.01,,,,,,,,,,73,,,,,,,233,62,,,,59,21,85,17.3,,,,,16.4,187,10.1,33.3,0.5,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE 793,31.1055,139.8878,SAQ,"s_126-793B-104R-1,65-70053 [3207]","ANDESITE, BASALTIC, 2-PYROXENE [3207] / NOT GIVEN [2328]",VOL,52.8,0.3,13.68,,,8.42,11.66,9.76,0.16,0.28,1.78,0.02,,,,,,,,,,107,,,,,,,253,244,,,,48,19,83,15.6,,,,,4.7,161,10.1,32.6,0.2,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE 793,31.1055,139.8878,SAQ,"s_126-793B-104R-2,69-75055 [3207]","ANDESITE, BASALTIC, 2-PYROXENE [3207] / NOT GIVEN [2328]",VOL,53.37,0.31,14.45,,,8.01,11.57,7.41,0.14,0.91,2.27,0.13,,,,,,,,,,754,,,,,,,264,278,,,,49,57,77,16.8,,,,,16.9,201,21.7,31.2,0.1,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE 793,31.1055,139.8878,SAQ,"s_126-793B-110R-3,78-83075 [3207]","ANDESITE, BASALTIC, 2-PYROXENE [3207]",VOL,54.41,0.26,12.66,,,8.26,9.99,9.64,0.15,0.75,2.32,0.04,,,,,,,,,,191,,,,,,,214,563,,,,100,130,57,13.8,,,,,12.7,143,12.4,24.5,0.2,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE 793,31.1055,139.8878,SAQ,"s_126-793B-112R-2,57-62083 [3207]","ANDESITE, BASALTIC, 2-PYROXENE [3207]",VOL,53.75,0.25,12.58,,,7.95,9.03,12.51,0.16,0.35,2.04,0.11,,,,,,,,,,637,,,,,,,215,536,,,,143,12,70,13.1,,,,,7,143,11.7,25.7,0.5,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE 793,31.1055,139.8878,SAQ,"s_126-793B-113R-4,35-41088 [3207]","ANDESITE, BASALTIC, 2-PYROXENE [3207] / NOT GIVEN [2328]",VOL,58.84,0.3,16.83,,,6.76,8.22,3.28,0.09,1.72,3.14,0.06,,,,,,,,,,254,,,,,,,220,33,,,,21,25,51,17.1,,,,,31.3,195,21.9,33.4,0.3,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE 793,31.1055,139.8878,SAQ,"s_126-793B-86R-1,128-131020 [3207]","ANDESITE, BASALTIC, 2-PYROXENE [3207] / NOT GIVEN [2328]",VOL,54.97,0.34,15.84,,,6.75,10.71,7.77,0.15,0.93,1.65,0.01,,,,,,,,,,31,,,,,,,176,275,,,,55,18,77,14.2,,,,,12.9,129,8.5,42.2,0.5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE 793,31.1055,139.8878,SAQ,"s_126-793B-88R-1,91-95026 [3207]","ANDESITE, BASALTIC, 2-PYROXENE [3207]",VOL,54.4,0.37,18.58,,,7.15,10.27,5.65,0.13,0.91,2.24,0.03,,,,,,,,,,108,,,,,,,213,125,,,,44,24,79,18.1,,,,,10.8,160,12.5,44.3,0.2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE 793,31.1055,139.8878,SAQ,"s_126-793B-92R-2,113-117031 [3207]","ANDESITE, BASALTIC, 2-PYROXENE [3207]",VOL,53.52,0.24,11.46,,,8.04,9.65,14.12,0.18,0.18,1.45,0.02,,,,,,,,,,140,,,,,,,221,669,,,,146,14,65,12.3,,,,,3.2,122,9.1,24.2,0.4,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE 793,31.1055,139.8878,SAQ,"s_126-793B-92R-2,70-74030 [3207]","ANDESITE, BASALTIC, 2-PYROXENE [3207] / NOT GIVEN [2328]",VOL,53.46,0.25,12.07,,,7.86,10.21,12.56,0.17,0.58,1.78,0.05,,,,,,,,,,275,,,,,,,221,748,,,,150,14,74,14.6,,,,,10.9,135,18.3,24.9,0,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
