"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[8350]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 5","","-1.29","-1.29","-88.3533","-88.3533","SAQ","","","s_PL02-5-1 [8350]","BASALT [8350]","","","","","","","","","VOL","","","","","GL [8350] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.5","4.65","10.8","1.68","8.37","2.61","1.04","3.53","0.69","4.28","0.94","2.64","0.42","2.63","0.41","","","","","","","","","","","","","","","0.513041","","","0.703152","","19.008","","15.609","","38.618","","","","","","","","","","","","","","","213138",
"[8350]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 8","","-1.29","-1.29","-88.3533","-88.3533","SAQ","","","s_PL02-8-1 [8350]","BASALT [8350]","","","","","","","","","VOL","","","","","GL [8350] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.703038","","","","","","","","","","","","","","","","","","","","","213139",
"[8350]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 9","","-1.9","-1.9","-92.1617","-92.1617","SAQ","","","s_PL02-9-7 [8350]","BASALT [8350]","","","","","","","","","VOL","","","","","GL [8350] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.18","1.46","5.95","1.24","7.29","2.58","0.99","3.32","0.65","3.94","0.84","2.3","0.35","2.24","0.35","","","","","","","","","","","","","","","0.513144","","","0.702723","","18.318","","15.482","","37.725","","","","","","","","","","","","","","","213140",
"[8350]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 10","","-0.55","-0.55","-88.5333","-88.5333","SAQ","","","s_PL02-10-5 [8350]","BASALT [8350]","","","","","","","","","VOL","","","","","GL [8350] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.2","3.27","9.96","1.78","9.86","3.32","1.22","4.31","0.84","5","1.07","2.95","0.45","2.8","0.44","","","","","","","","","","","","","","","0.513115","","","0.702795","","18.649","","15.538","","38.15","","","","","","","","","","","","","","","213142",
"[8350]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 13","","-0.0767","-0.0767","-89.045","-89.045","SAQ","","","s_PL02-13-4 [8350]","BASALT [8350]","","","","","","","","","VOL","","","","","GL [8350] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.32","1.02","3.84","0.88","5.76","2.49","0.98","3.62","0.75","4.65","1.03","2.83","0.43","2.71","0.42","","","","","","","","","","","","","","","0.513118","","","0.702851","","18.505","","15.522","","37.959","","","","","","","","","","","","","","","213147",
"[8350]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 16","","-0.1067","-0.1067","-89.8217","-89.8217","SAQ","","","s_PL02-16-3 [8350]","BASALT [8350]","","","","","","","","","VOL","","","","","GL [8350] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.9","16.9","39.2","5.47","24.2","6.37","2.16","6.79","1.25","7.02","1.41","3.76","0.56","3.51","0.54","","","","","","","","","","","","","","","0.512971","","","0.70722","","19.492","","15.617","","39.08","","","","","","","","","","","","","","","213150",
"[8350]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 17","","-1.19","-1.19","-89.11","-89.11","SAQ","","","s_PL02-17-1 [8350]","BASALT [8350]","","","","","","","","","VOL","","","","","GL [8350] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.3","18","46","6.64","31.2","8.11","2.6","8.7","1.63","9.27","1.9","5.22","0.78","4.91","0.77","","","","","","","","","","","","","","","0.513002","","","0.703146","","18.949","","15.562","","38.485","","","","","","","","","","","","","","","213151",
"[8350]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 20","","-1.6283","-1.6283","-90.1783","-90.1783","SAQ","","","s_PL02-20-5 [8350]","BASALT [8350]","","","","","","","","","VOL","","","","","GL [8350] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","349","25.3","42.5","4.78","18","3.64","1.27","3.98","0.71","4.02","0.86","2.4","0.36","2.35","0.38","","","","","","","","","","","","","","","0.512905","","","0.703434","","19.575","","15.62","","39.262","","","","","","","","","","","","","","","213152",
"[8350]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 22","","-1.3033","-1.3033","-90.7483","-90.7483","SAQ","","","s_PL02-22-8 [8350]","BASALT [8350]","","","","","","","","","VOL","","","","","GL [8350] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","19.6","45.2","6.22","27.6","6.79","2.21","7.35","1.33","7.31","1.44","3.78","0.56","3.43","0.51","","","","","","","","","","","","","","","0.512953","","","0.703436","","19.407","","15.597","","39.014","","","","","","","","","","","","","","","213153",
"[8350]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 23","","-1.3333","-1.3333","-90.9967","-90.9967","SAQ","","","s_PL02-23-1 [8350]","BASALT [8350]","","","","","","","","","VOL","","","","","GL [8350] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112","16.8","39.3","5.4","24.2","5.88","1.93","6","1.11","5.88","1.15","2.98","0.43","2.59","0.4","","","","","","","","","","","","","","","0.512906","","","0.703463","","19.313","","15.583","","38.942","","","","","","","","","","","","","","","213154",
"[8350]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 25","","-1.2717","-1.2717","-90.915","-90.915","SAQ","","","s_PL02-25-4 [8350]","BASALT [8350]","","","","","","","","","VOL","","","","","GL [8350] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","182","22.7","52.9","7.21","31.8","7.21","2.36","6.83","1.17","6.06","1.11","2.79","0.4","2.38","0.36","","","","","","","","","","","","","","","0.512961","","","0.703298","","19.07","","15.494","","38.467","","","","","","","","","","","","","","","213158",
"[8350]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 25","","-1.2717","-1.2717","-90.915","-90.915","SAQ","","","s_PL02-25-4 [8350]","BASALT [8350]","","","","","","","","","VOL","","","","","GL [8350] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.08","","15.515","","38.533","","","","","","","","","","","","","","","213159",
"[8350]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 26","PINTA GROUP","-0.8333","-0.8333","-91.2917","-91.2917","SAQ","","","s_PL02-26-25C [8350]","BASALT [8350]","","","","","","","","","VOL","","","","","WR [8350] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.3","7.09","17.9","2.69","13.3","3.94","1.42","4.7","0.86","4.85","1.01","2.66","0.39","2.42","0.37","","","","","","","","","","","","","","","0.512994","","","0.702874","","19.161","","15.582","","38.766","","","","","","","","","","","","","","","213163",
"[8350]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 26","PINTA GROUP","-0.8333","-0.8333","-91.2917","-91.2917","SAQ","","","s_PL02-26-25G [8350]","BASALT [8350]","","","","","","","","","VOL","","","","","GL [8350] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.51307","","","0.702605","","","","","","","","","","","","","","","","","","","","","213164",
"[8350]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 29","","-0.5","-0.5","-90","-90","SAQ","","","s_PL02-29-2 [8350]","BASALT [8350]","","","","","","","","","VOL","","","","","GL [8350] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512995","","","0.702924","","18.963","","15.546","","38.713","","","","","","","","","","","","","","","213169",
"[8350]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE WRC-1","","-0.2317","-0.2317","-91.755","-91.755","SAQ","","","s_PL02-WRC-1 [8350]","BASALT [8350]","","","","","","","","","VOL","","","","","GL [8350] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.51294","","","0.703218","","19.075","","15.533","","38.632","","","","","","","","","","","","","","","213173",
"[8350]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 1","","-2.025","-2.025","-85.6717","-85.6717","SAQ","","","s_PL02-1-19 [8350]","BASALT [8350]","","","","","","","","","VOL","","","","","GL [8350] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.5","1.92","3.69","0.77","4.5","1.83","0.69","2.67","0.55","3.61","0.81","2.23","0.36","2.21","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","213175",
"[8350]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 18","","-1.6","-1.6","-90.2","-90.2","SAQ","","","s_PL02-18-1 [8350]","BASALT [8350]","","","","","","","","","VOL","","","","","GL [8350] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","20.5","46.2","6.57","30.3","7.8","2.46","8.24","1.49","8.3","1.67","4.43","0.64","3.91","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","213177",
"[8350]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 22","","-1.3033","-1.3033","-90.7483","-90.7483","SAQ","","","s_PL02-22-1 [8350]","BASALT [8350]","","","","","","","","","VOL","","","","","GL [8350] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103","15.9","36.5","5.07","23.3","5.82","1.97","6.27","1.16","6.34","1.23","3.26","0.46","2.79","0.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","213178",
"[8350]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 24","","-1.2917","-1.2917","-90.915","-90.915","SAQ","","","s_PL2-24-1 [8350]","BASALT [8350]","","","","","","","","","VOL","","","","","GL [8350] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","15.1","35.6","4.88","21.8","5.62","1.76","5.8","1.02","5.72","1.12","2.87","0.42","2.54","0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","213179",
"[66]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS)","","-0.5","-0.5","-90","-90","SAQ","","","s_PL2-RC-01 [66]","BASALT [66]","","","","","","","","","VOL","","","","","WR [66] ","48.86","","","","","","","","","5.77","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24698",
"[66]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 25","","-0.5","-0.5","-90","-90","SAQ","","","s_PL2-25-03 [66]","BASALT [66]","","","","","","","","","VOL","","","","","WR [66] ","45.95","","","","","","","","","4.79","","","0.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24701",
"[1671]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 13","","0.1","0.1","-89.05","-89.05","SAQ","","","s_PL13-12 [1671]","BASALT [1671]","","","","","","","","ULTRAPHYRIC [1671] ","VOL","","","","","GL [1671] ","47.94","0.83","","17.15","","","","8.36","12.91","9.99","0.11","","0","2.17","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33349",
"[1671]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 13","","0.1","0.1","-89.05","-89.05","SAQ","","","s_PL13-17 [1671]","BASALT [1671]","","","","","","","","","VOL","","","","","GL [1671] ","50.36","1.11","","15.81","","","","9.55","13.06","8.56","0.13","","0.06","2.51","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33350",
"[1671]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 13","","0.1","0.1","-89.05","-89.05","SAQ","","","s_PL13-18 [1671]","BASALT [1671]","","","","","","","","","VOL","","","","","GL [1671] ","49.93","1.02","","16.2","","","","9.25","12.74","8.89","0.1","","0.04","2.44","0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33351",
"[1671]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 13","","0.1","0.1","-89.05","-89.05","SAQ","","","s_PL13-19 [1671]","BASALT [1671]","","","","","","","","","VOL","","","","","GL [1671] ","50.06","1","","16.12","","","","9.13","12.91","8.81","0.11","","0.04","2.44","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33352",
"[1671]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 13","","0.1","0.1","-89.05","-89.05","SAQ","","","s_PL13-20 [1671]","BASALT [1671]","","","","","","","","","VOL","","","","","GL [1671] ","49.64","1.01","","15.69","","","","9.29","12.95","8.7","0.11","","0.03","2.44","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33353",
"[1671]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 13","","0.1","0.1","-89.05","-89.05","SAQ","","","s_PL13-21 [1671]","BASALT [1671]","","","","","","","","","VOL","","","","","GL [1671] ","47.9","0.81","","17.28","","","","8.29","12.85","10.1","0.12","","0.01","2.1","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33354",
"[1671]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 13","","0.1","0.1","-89.05","-89.05","SAQ","","","s_PL13-22 [1671]","BASALT [1671]","","","","","","","","","VOL","","","","","GL [1671] ","50.22","1","","16","","","","9.55","12.82","8.74","0.12","","0.03","2.45","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33355",
"[1671]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 13","","0.1","0.1","-89.05","-89.05","SAQ","","","s_PL13-23 [1671]","BASALT [1671]","","","","","","","","","VOL","","","","","GL [1671] ","49.98","1.18","","15.35","","","","9.83","12.91","8.23","0.11","","0.04","2.55","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33356",
"[1671]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 13","","0.1","0.1","-89.05","-89.05","SAQ","","","s_PL13-24 [1671]","BASALT [1671]","","","","","","","","","VOL","","","","","GL [1671] ","49.42","1.07","","16.15","","","","9.42","12.97","8.96","0.12","","0.03","2.48","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33357",
"[1671]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 13","","0.1","0.1","-89.05","-89.05","SAQ","","","s_PL13-25 [1671]","BASALT [1671]","","","","","","","","","VOL","","","","","GL [1671] ","49.73","0.99","","15.95","","","","9.52","12.69","8.95","0.12","","0.04","2.45","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33358",
"[1671]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 13","","0.1","0.1","-89.05","-89.05","SAQ","","","s_PL13-26 [1671]","BASALT [1671]","","","","","","","","","VOL","","","","","GL [1671] ","50.01","1.13","","15.38","","","","10.06","12.96","8.22","0.12","","0.04","2.54","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33359",
"[1671]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 13","","0.1","0.1","-89.05","-89.05","SAQ","","","s_PL13-27 [1671]","BASALT [1671]","","","","","","","","","VOL","","","","","GL [1671] ","48.91","1","","15.81","","","","8.96","12.53","8.7","0.1","","0.04","2.32","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33360",
"[1671]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 13","","0.1","0.1","-89.05","-89.05","SAQ","","","s_PL13-28 [1671]","BASALT [1671]","","","","","","","","","VOL","","","","","GL [1671] ","49.57","1.14","","15.69","","","","9.58","12.94","8.63","0.12","","0.03","2.33","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33361",
"[1671]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 13","","0.1","0.1","-89.05","-89.05","SAQ","","","s_PL13-29 [1671]","BASALT [1671]","","","","","","","","","VOL","","","","","GL [1671] ","49.31","1.03","","16.12","","","","9.2","12.61","8.9","0.14","","0.02","2.4","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33362",
"[1671]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 13","","0.1","0.1","-89.05","-89.05","SAQ","","","s_PL13-30 [1671]","BASALT [1671]","","","","","","","","","VOL","","","","","GL [1671] ","48.47","0.87","","17.08","","","","8.53","12.94","9.83","0.1","","0.01","2.22","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33363",
"[1671]","SEAMOUNT","GALAPAGOS ISLANDS / UNNAMED SEAMOUNT (GALAPAGOS ISLANDS) / DREDGE 13","","0.1","0.1","-89.05","-89.05","SAQ","","","s_PL13-31 [1671]","BASALT [1671]","","","","","","","","","VOL","","","","","GL [1671] ","48.14","0.84","","17.29","","","","8.36","12.95","9.73","0.1","","0.02","2.17","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33364",
