"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR372","MAIN EDIFICE","-0.47592517","-0.47592517","-90.55435538","-90.55435538","SAQ","-34","-34","s_AL150801-043 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","46.0216944","1.4852475","","16.9471863","","","","10.3192947","12.4576848","6.5201301","0.1620531","","0.1494405","2.4514875","0.401742","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","7.76512575900688","","","","","","","","","","","","","","44.4433101529903","","341.859320364442","173.353731805513","","","47.1122750139743","79.9820546269873","114.168391101914","108.813232514178","12.8994762748573","","","","","1.94409328014728","237.070776988311","31.8581154786534","133.873768183951","5.1929381663113","","","","","","","","","","","","2.67725553754727E-02","24.9930753050063","5.45434735091471","16.266426369457","2.58866164488855","12.7593970493906","3.96691838436793","1.39631343858298","4.88351489456655","0.888074226804124","5.67532614861032","1.19397382769902","3.24610739575138","0.503359173126615","2.95626292652292","0.456780082987552","3.19709169161677","0.364646616541353","","","","","","","","","1.68215594500997","","0.332409495548961","1.70172413793103","","","","","","","","","","","","","","","","","","","","","","","","","1971852",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR372","NORTHERN RIFT","-0.47029118","-0.47029118","-90.55354792","-90.55354792","SAQ","-57","-57","s_AL150801-045 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","46.02397375","1.43384475","","16.47820495","","","","10.0556491","11.9564374","7.6564454","0.14120045","","0.1378274","2.41399935","0.1523345","","","","","","","","","","","","","","","","3.23741007194214","","","","","","","","","","","","","","11.1426004428978","","","","","","","","","","","","","","39.3204803558191","","388.619599578504","288.822818220519","","","37.9388601490574","110.407699818664","97.5985364541297","78.0137382716049","12.1832936907881","","","","","1.88215618084097","180.597168784029","25.572277607362","95.0365992153624","3.68739004658004","","","","","","","","","","","","0.092755905511811","16.8742892613284","4.25069590643275","12.2702920723227","1.96832906764168","9.94050350541746","3.0674313562344","1.12997736703131","3.92408519982433","0.707791583166333","4.43402243198223","0.95308038585209","2.61692994611239","0.394468948035488","2.51185886192127","0.381522029372497","2.386725","0.265613793103448","","","","","","","","","0.393097961996653","","0.207917754052985","0.29867247007617","","","","","","","","","","","","","","","","","","","","","","","","","1971854",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR373","BASE OF FLOW","-0.4304099","-0.4304099","-90.53706613","-90.53706613","SAQ","-247","-247","s_AL150801-048 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","47.9042289","3.0409533","","14.9189436","","","","11.070081","9.7351551","5.1097761","0.1544301","","0.4981878","3.1274199","0.6272244","","","","","","","","","","","","","","","","2.15646340002404","","","","","","","","","","","","","","10.4053156146179","","","","","","","","","","","","","","34.3551278368285","","314.653910921294","32.176131013306","","","47.3980091012514","42.9708991161231","92.1938461538462","144.721249408424","20.1853583061889","","","","","8.84370136899077","294.335250169798","56.223600222924","469.91654676259","24.1630828702585","","","","","","","","","","","","0.154741935483871","92.6859705210712","24.7252408681842","61.953669298653","8.79220628892602","39.6108573236318","10.2597971219627","3.00221935483871","11.2282683511218","1.80938837516513","10.4549487829056","2.05645769026078","5.43359000567859","0.791979797979798","4.77266586102719","0.694208277703605","9.34746476328153","","","","","","","","","","1.82579741558983","","2.1987652173913","0.985613733905579","0.513056","","","0.70288849","","","","","","","","","","","","","","","","","","","","","1971856",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR374","MAIN TERRACE","-0.3984364","-0.3984364","-90.51758604","-90.51758604","SAQ","-102","-102","s_AL150801-051 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","46.7529381","1.0976625","","17.2712331","","","","9.5875956","11.5219269","10.8761103","0.1598652","","0.0567171","2.2977603","0.074547","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","3.83464294090877","","","","","","","","","","","","","","35.899407338663","","214.896818731512","340.720948172375","","","50.7881027970588","196.287188417366","52.5353341197409","61.312016347946","10.7178030543779","","","","","0.222960137626808","215.212073451019","18.6164584399422","60.8397171873074","2.15480399142782","","","","","","","","","","","","4.98687664041995E-04","10.820799208404","2.47609000863726","7.52947535853089","1.26586360559482","6.54184659456018","2.1154771280262","0.871055814246459","2.70148971412725","0.499660595960746","3.21210997816134","0.691257528490845","1.90651689348247","0.292935716480393","1.81131820204207","0.273978638184246","1.57166866642573","0.17031724137931","","","","","","","","","0.267295565088716","","8.47505861649139E-02","2.42408909198747E-02","0.513053","","","0.702846","","","","","","","","","","","","","","","","","","","","","1971859",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR374","MAIN EDIFICE","-0.39600661","-0.39600661","-90.51751348","-90.51751348","SAQ","-63","-63","s_AL150801-052 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","46.5560766","1.1312235","","17.1313362","","","","9.6681717","11.8069776","10.477764","0.1597761","","0.0556479","2.3103927","0.174735","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","4.04615678582727","","","","","","","","","","","","","","35.639080800593","","213.935089567966","321.29576415496","","","49.5221832529592","188.183568140605","61.8367070217918","62.0372839506173","10.2185648054828","","","","","0.332734745494783","216.076805807623","18.9076878834356","63.2887156721041","2.31047217455259","","","","","","","","","","","","9.9737532808399E-04","11.8436912890544","2.60813450292398","7.95494297635605","1.31024314442413","6.72743148502231","2.21067990015452","0.878981516408902","2.76221651295564","0.516140280561122","3.33129683509162","0.706767416934619","1.97254503464203","0.297338403041825","1.8914721599021","0.282082777036048","1.61938333333333","0.174372413793103","","","","","","","","","0.271833809195629","","9.19636219849743E-02","5.01196953210011E-02","","","","","","","","","","","","","","","","","","","","","","","","","1971860",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR374","MAIN TERRACE","-0.39091955","-0.39091955","-90.52041951","-90.52041951","SAQ","-83","-83","s_AL150801-055 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","46.66398","1.26923","","17.03543","","","","9.95837","11.80919","10.08724","0.17084","","0.05311","2.36736","0.16487","","","","","","","","","","","","","","","","6.85792662016921E-02","","","","","","","","","","","","","","5.18727845618475","","","","","","","","","","","","","","34.473957005189","","229.96564805058","247.324159216688","","","52.7706795265235","199.394504114939","79.273220338983","65.2701432098765","10.2778028623261","","","","","0.254562124565286","232.65335753176","20.4282016871166","74.8540161057196","2.52169257170875","","","","","","","","","","","","4.98687664041995E-03","11.5961224912063","3.02915204678363","9.20667083912842","1.5266407678245","7.76707138304653","2.44771781766314","0.963308185590343","3.09461198945982","0.555687374749499","3.54038245419212","0.754019292604502","2.1432363356428","0.316169835234474","2.01777238425454","0.30237650200267","1.90474166666667","0.189579310344828","","","","","","","","","0.333476420202816","","0.112955318307631","8.89880304678999E-02","","","","","","","","","","","","","","","","","","","","","","","","","1971863",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR375","CENTRAL CONE ","-0.34497096","-0.34497096","-90.53194212","-90.53194212","SAQ","-116","-116","s_AL150801-056 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","46.3943205","1.761606","","17.1077742","","","","11.2205214","10.4677848","8.9541243","0.1776357","","0.1457973","2.9182131","0.2599641","","","","","","","","","","","","","","","","0.200937709310121","","","","","","","","","","","","","","6.91915135442319","","","","","","","","","","","","","","29.5681191806331","","205.600377136123","100.329998989593","","","52.7461993243243","138.430611630009","73.6477101157524","74.4953348729792","12.980828543112","","","","","1.14829197080292","317.726274509804","24.6897071283846","129.415121255349","4.74923917137476","","","","","","","","","","","","1.29342770475227E-02","24.6331723426213","5.46703926258678","15.6954670961804","2.45840450788881","11.9136429699842","3.3700789814924","1.27858210645527","3.92071261884183","0.685264609323703","4.26861018437226","0.893207188160677","2.47266754966887","0.370603254067584","2.30589204318273","0.346676431424767","2.78921715624437","","","","","","","","","","0.527232398753894","","0.273628582646251","0.311967914438503","0.513078","","","0.7027458","","","","","","","","","","","","","","","","","","","","","1971864",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR375","CENTRAL CONE ","-0.34376832","-0.34376832","-90.53224201","-90.53224201","SAQ","-69","-69","s_AL150801-057 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","46.9201194","1.827243","","17.454393","","","","11.4117201","10.6054245","8.4649554","0.1810017","","0.1562418","2.9828106","0.1685673","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","5.10099667774086","","","","","","","","","","","","","","32.2000804366561","","223.874020744356","103.560900716479","","","50.5027246871445","99.6637610484608","81.1738461538462","80.1325130146711","13.2939657980456","","","","","1.83683667621777","319.158705003396","26.5840906557682","140.684892086331","5.29313650640251","","","","","","","","","","","","1.98387096774194E-02","26.5892630267801","5.94077501323452","17.2033209475151","2.71627525444326","13.0850237266688","3.69095211134702","1.39575104364326","4.33488869527336","0.754989431968296","4.69170833792268","0.975589143161256","2.6850312322544","0.410060606060606","2.532272306143","0.378477970627503","3.03456812432237","","","","","","","","","","0.635321383909963","","0.283422924901186","0.244416309012876","","","","","","","","","","","","","","","","","","","","","","","","","1971865",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR375","CENTRAL CONE ","-0.34337747","-0.34337747","-90.53235401","-90.53235401","SAQ","-65","-65","s_AL150801-058 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","46.5778269","1.8098388","","17.4149316","","","","11.1613095","10.5219279","8.5735584","0.1781604","","0.1479654","2.883177","0.1678446","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","5.22760661220814","","","","","","","","","","","","","","31.0470189781022","","213.547918243755","93.7862063210598","","","51.6807969968236","117.600990712074","72.2167923056927","76.5982658959537","12.9997014925373","","","","","1.72849245585875","328.282202304738","25.5071243669105","135.020106847984","5.06012287518213","","","","","","","","","","","","1.99493157627978E-02","23.889825","5.74238760056791","16.4644107351225","2.58275251447729","12.4344726810673","3.53098168930892","1.33003037205771","4.10885592572365","0.715771918259723","4.42958962523354","0.931483253588517","2.54646095526914","0.38748679245283","2.39056666666667","0.359589880159787","2.87269565217391","","","","","","","","","","0.594690780584139","","0.273239793896155","0.152178302900107","","","","","","","","","","","","","","","","","","","","","","","","","1971866",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR377","SOUTHEAST RIFT","-1.21494788","-1.21494788","-90.57322304","-90.57322304","SAQ","-480","-480","s_AL150801-065 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","47.63371","1.42801","","17.19919","","","","9.16824","13.54504","5.35498","0.11269","","0.30184","2.57677","0.60103","","","","","","","","","","","","","","","","1.52489873719349","","","","","","","","","","","","","","5.85010358191427","","","","","","","","","","","","","","39.6640187302025","","295.075810171137","431.197349929733","","","39.8630634390651","85.2114300875564","86.7236687898089","82.7298362107127","14.7640381315539","","","","","2.41036433649289","287.462247838617","21.3224820143885","73.2901579586877","12.8376296979479","","","","","","","","","","","","1.88866799204771E-02","83.5613764866446","9.87401007919366","20.2479782372144","2.59029139072848","10.9639104477612","2.91573909171861","1.08360113757554","3.46358580476526","0.602321384425216","3.72978981356109","0.784028197381672","2.18350902527076","0.323746144721234","2.08247117031399","0.318648310387985","1.94852074584243","0.8064","","","","","","","","","0.658130823876741","","0.867514928123848","1.18913353720693","","","","","","","","","","","","","","","","","","","","","","","","","1971873",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR377","SOUTHEAST RIFT","-1.21432881","-1.21432881","-90.57355446","-90.57355446","SAQ","-468","-468","s_AL150801-066 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","46.2000987","1.36437385","","16.46349885","","","","9.5348263","12.9543826","8.4365254","0.1433198","","0.23642195","2.36550305","0.60986535","","","","","","","","","","","","","","","","0.792779607269064","","","","","","","","","","","","","","8.03035956175299","","","","","","","","","","","","","","36.9522191299253","","267.063715210356","324.047401908802","","","42.8293819241983","123.321783010934","63.1060043196544","69.5229246676514","13.5222674184454","","","","","3.51006900878294","265.23267819086","20.0985165462153","71.7965510162184","12.7849539505574","","","","","","","","","","","","6.17077003666841E-02","75.2832865979382","9.47645991808075","19.2942554660529","2.4300408719346","10.3568590350047","2.70037159372419","0.989966088922381","3.31501851851852","0.565255263157895","3.48947359193513","0.746815286624204","2.08761324704987","0.303404255319149","1.93005202661827","0.298177014531044","1.84840305940946","0.77285618729097","","","","","","","","","0.72444662288011","","0.802258089668616","0.396483279395901","0.512961","","","0.70329822","","","","","","","","","","","","","","","","","","","","","1971874",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR377","SOUTHEAST RIFT","-1.21215172","-1.21215172","-90.57465638","-90.57465638","SAQ","-407","-407","s_AL150801-067 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","45.71097","1.41151","","16.35004","","","","9.56317","13.11669","8.14473","0.26985","","0.28878","2.28448","0.868","","","","","","","","","","","","","","","","1.04106419895908","","","","","","","","","","","","","","10.6867103397042","","","","","","","","","","","","","","38.5293040825222","","286.869880767237","310.219682034976","","","47.0464360646442","101.610397131826","71.8938401048493","80.5116874400767","14.3207945425361","","","","","3.312017380509","325.014594530037","21.0637997724687","79.789230042513","13.1256190476191","","","","","","","","","","","","3.03503184713376E-02","85.710449855551","9.44935438227211","19.9598427018274","2.54004482964734","10.8208020050125","2.83955422815648","1.04660502283105","3.42967199474491","0.581157684630738","3.66087908208297","0.748635504201681","2.06229691346336","0.326817042606516","1.95391720779221","0.299602649006622","1.92","0.796465949820789","","","","","","","","","0.839447948164147","","0.950710273729115","1.47381465517241","","","","","","","","","","","","","","","","","","","","","","","","","1971875",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR377","SOUTHEAST RIFT","-1.20930996","-1.20930996","-90.57629692","-90.57629692","SAQ","-325","-325","s_AL150801-069 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","43.2184572","1.2629433","","14.89294425","","","","7.81581465","14.26699005","9.27163755","0.2097234","","0.183714","2.0630439","1.5191379","","","","","","","","","","","","","","","","4.39306358381296","","","","","","","","","","","","","","23.1989815627744","","","","","","","","","","","","","","33.778061891617","","240.253525142561","232.785151033386","","","29.1262943011058","58.3653226696084","72.6802096985583","63.6526941514861","13.6253250401284","","","","","1.34363749224084","445.923133882718","19.6155403868032","72.8192725555031","11.7836714285714","","","","","","","","","","","","4.04670912951168E-02","60.1357985967809","8.77672525287961","18.1243395789961","2.29394710101614","9.85676691729323","2.53783298196299","0.942842465753425","3.06468491350996","0.530055888223553","3.33071756398941","0.694386554621849","1.89424351448589","0.296741854636591","1.83142694805195","0.28562119205298","1.761","0.733612903225807","","","","","","","","","0.86008120950324","","0.846868112335585","0.361616379310345","0.512965","","","0.70329415","","","","","","","","","","","","","","","","","","","","","1971876",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR377","SOUTHEAST RIFT","-1.20800341","-1.20800341","-90.57673475","-90.57673475","SAQ","-320","-320","s_AL150801-070 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","43.8723846","1.2885345","","15.3341892","","","","8.2002987","13.9953033","8.8029216","0.2481732","","0.2553111","2.1810888","0.5621616","","","","","","","","","","","","","","","","4.12582990831482","","","","","","","","","","","","","","6.4666170821414","","","","","","","","","","","","","","32.5259027580324","","244.150589129608","242.529487582521","","","26.0278371142736","60.8142540377772","82.6248049921997","60.4773415912339","12.0278345595546","","","","","1.39368616527391","488.510022376634","18.5037410071942","62.5613927048792","11.1120813623463","","","","","","","","","","","","1.95013462574044E-02","71.5026495905942","8.75510024276156","18.4223834196891","2.31651218769043","9.88433088470137","2.52354812611541","0.946552123552124","3.07770409982175","0.53418826739427","3.23273182733169","0.683369272237197","1.88936829791382","0.293333333333333","1.80595233160622","0.275578804347826","1.63445840220386","0.730330882352941","","","","","","","","","0.720979959275533","","0.883003663003663","0.502322435174746","","","","","","","","","","","","","","","","","","","","","","","","","1971877",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR378","PLATFORM","-1.20121626","-1.20121626","-90.51849905","-90.51849905","SAQ","-257","-257","s_AL150801-073 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","45.21076","1.53997","","15.37566","","","","8.96199","10.9274","9.72898","0.13907","","0.77831","2.71298","0.313","","","","","","","","","","","","","","","","3.22659796343997","","","","","","","","","","","","","","12.0263736263736","","","","","","","","","","","","","","16.3659276278001","","239.580431654676","479.876204023572","","","43.7621153846154","187.66303030303","71.7392186707255","67.6","23.7339200321479","","","","","13.1148936170213","460.074883411059","19.4512791127542","99.7905579399142","33.5162861203221","","","","","","","","","","","","0.185491935483871","348.893898655636","23.4117830817831","41.4105080831409","4.45308163573261","16.0837650031586","3.2501923757819","1.1585618147448","3.82439150227618","0.595072978303748","3.62263272248436","0.763568253968254","2.14054953764861","0.326821158690176","2.04276236236236","0.308518617021277","2.26898880866426","","","","","","","","","","2.24742910564039","","1.97445718774548","0.595285714285714","","","","","","","","","","","","","","","","","","","","","","","","","1971880",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR378","MAIN RIFT","-1.20190671","-1.20190671","-90.52243616","-90.52243616","SAQ","-203","-203","s_AL150801-076 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","42.7302862875","1.626514125","","13.9236142875","","","","9.0465324375","9.7736601375","11.542553475","0.1726183875","","1.6641339","2.407398225","0.374","","","","","","","","","","","","","","","","5.72478991596641","","","","","","","","","","","","","","20.8803986710963","","","","","","","","","","","","","","35.36983625395","","262.553337400854","600.364216990788","","","44.9356484641638","256.48619323377","66.8605128205128","70.1883577851396","22.5815309446254","","","","","26.5517096466094","561.700656554222","19.7142634218837","84.8073669064748","33.4492872674559","","","","","","","","","","","","0.168629032258065","368.227610545983","21.9099417681313","38.4335810496981","4.19039981771229","15.0517304650427","3.03931634819533","1.09673320683112","3.58567327379656","0.560025099075297","3.40286551382311","0.713894624800426","1.99813969335605","0.306540404040404","1.91165639476334","0.289834445927904","1.96600216841344","","","","","","","","","","1.3768636932055","","2.35390197628459","0.54943991416309","0.512942","","","0.70371","","","","","","","","","","","","","","","","","","","","","1971882",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR378","EASTERN CONE","-1.20710493","-1.20710493","-90.52513352","-90.52513352","SAQ","-165","-165","s_AL150801-080 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","45.24475","1.8719","","14.72044","","","","9.31992","11.42054","10.84909","0.15326","","0.639","2.43896","0.264","","","","","","","","","","","","","","","","2.60854930999653","","","","","","","","","","","","","","13.7185309062842","","","","","","","","","","","","","","29.5246248175182","","267.802195306586","525.528695107959","","","45.3368062373664","207.10786377709","88.6732518845854","76.814450867052","22.6128441127695","","","","","19.6298170144462","434.894750320102","23.3160270118177","99.4781932977174","40.829562894609","","","","","","","","","","","","0.474793715154587","323.303","26.8243019403691","47.1021003500584","5.0889274611399","18.2101016518424","3.62619917306556","1.25374183750949","4.30870300382305","0.663156229400132","4.00391735355534","0.845346092503987","2.3784859742229","0.360452830188679","2.26046104417671","0.34071637816245","2.24130108695652","","","","","","","","","","2.25582704500572","","2.90392072929053","0.619654135338346","0.512937","","","0.70343487","","","","","","","","","","","","","","","","","","","","","1971886",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR379","NORTHERN RIFT","-1.16897678","-1.16897678","-90.54293324","-90.54293324","SAQ","-316","-316","s_AL150801-084 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","45.7453041","1.10044015","","14.56366575","","","","7.90058855","13.77142685","11.4886282","0.12731025","","0.3736225","1.76637375","0.289","","","","","","","","","","","","","","","","2.32558139534865","","","","","","","","","","","","","","14.2912087912088","","","","","","","","","","","","","","42.0934750143596","","293.247913669065","578.949888234099","","","39.0588009049774","153.121454545455","84.3962455606291","62.5714285714286","19.0230821780189","","","","","3.74263829787234","341.898067954697","20.3904399260629","63.2295278969957","15.6527001421127","","","","","","","","","","","","3.57096774193548E-02","240.919379524302","11.9072937872938","21.465935334873","2.50522770484382","9.91667719519899","2.43268972028797","0.925649905482042","3.09461391719055","0.535664694280079","3.64857280807638","0.734660317460317","2.07325533119457","0.318801007556675","1.97740980980981","0.296614361702128","1.58819277978339","","","","","","","","","","1.59817180845539","","1.2105655930872","0.438319829424307","0.512952","","","0.703446","","","","","","","","","","","","","","","","","","","","","1971889",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR379","NORTHERN RIFT","-1.17450852","-1.17450852","-90.54028262","-90.54028262","SAQ","-317","-317","s_AL150801-088 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","32.878429","1.1621969","","12.7923469","","","","5.6443143","23.0746418","6.9020572","0.2550755","","0.3551362","1.5746809","1.438","","","","","","","","","","","","","","","","13.1758627052957","","","","","","","","","","","","","","21.4490973901973","","","","","","","","","","","","","","30.141791403667","","227.39533136571","186.605626819015","","","34.7129793164149","111.544041450777","58.5626702557201","54.8980487804878","16.7894594047378","","","","","2.25895289624443","2237.09144254279","18.9554121725732","59.3965222791492","15.0247881773399","","","","","","","","","","","","2.41397564849127E-02","205.185639741181","13.5247804820555","24.4168785046729","2.90710357583231","11.6762103238217","2.6514751552795","0.963070507960576","3.23338091577907","0.523974530831099","3.15070724122612","0.667335840945728","1.83934757281553","0.273","1.69374481199918","0.265283018867925","1.61169006911604","0.933219512195122","","","","","","","","","1.87746255160212","","1.15287354476114","1.70521081081081","","","","","","","","","","","","","","","","","","","","","","","","","1971893",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR379","MAIN EDIFICE","-1.17595356","-1.17595356","-90.5405058","-90.5405058","SAQ","-271","-271","s_AL150801-089 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","44.71021","1.53097","","16.92084","","","","7.3437","12.8852","9.54646","0.12297","","0.41523","2.14382","0.539","","","","","","","","","","","","","","","","3.13725490196074","","","","","","","","","","","","","","21.8349388802593","","","","","","","","","","","","","","38.3946534941159","","286.676049766718","299.432782193959","","","32.3377544655515","88.3631963596249","91.7988204456094","68.0307670182167","21.5987359550562","","","","","8.21972687771571","446.700680759584","22.2657565415245","86.1865847897969","20.5797952380952","","","","","","","","","","","","9.91443736730361E-02","259.632026413537","15.1292241127288","27.281795049734","3.1666551105798","12.3750626566416","2.95170719137971","1.08850913242009","3.60663542807094","0.614223552894211","3.79936628420124","0.788089285714286","2.18955122135959","0.344862155388471","2.05269967532467","0.318577483443709","2.023","1.16081720430108","","","","","","","","","2.38802850971922","","1.59896765019552","0.64625","0.512955","","","0.70341278","","","","","","","","","","","","","","","","","","","","","1971894",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR380","CENTRAL SEAMOUNT","-1.22933597","-1.22933597","-90.5474964","-90.5474964","SAQ","-302","-302","s_AL150801-092 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","45.93953","1.72256","","15.23723","","","","8.48636","11.29431","8.99574","0.14886","","0.78714","2.65947","0.265","","","","","","","","","","","","","","","","3.4742169333882","","","","","","","","","","","","","","8.04913853698406","","","","","","","","","","","","","","29.777765140745","","232.592043582922","346.6067274442","","","34.7069973228125","122.534026827265","58.960608424337","72.890652691758","21.560791409823","","","","","16.5579696688332","389.696243080909","22.52714880727","159.101373756514","23.8977861873226","","","","","","","","","","","","6.97942918686053E-02","220.975015746378","19.5956042394458","38.9484314649081","4.55140737355271","17.7809645480677","3.91084425936942","1.35351891891892","4.36587878787879","0.681090040927694","4.01294117647059","0.817005929919137","2.19342756872685","0.340512820512821","1.99461886010363","0.308361413043478","3.63545674931129","1.50599264705882","","","","","","","","","2.09288950809131","","2.81626227106227","0.531995490417136","","","","","","","","","","","","","","","","","","","","","","","","","1971897",
