TECTONIC_SETTING,LOCATION,LATITUDE,LONGITUDE,LAND_SEA,SAMPLE_NAME,ROCK_NAME,ROCK_TYPE,SIO2_WT,TIO2_WT,AL2O3_WT,FE2O3_WT,FEO_WT,FEOT_WT,CAO_WT,MGO_WT,MNO_WT,K2O_WT,NA2O_WT,P2O5_WT,LI_PPM,BE_PPM,B_PPM,C_PPM,CO2_PPM,F_PPM,NA_PPM,MG_PPM,AL_PPM,P_PPM,S_PPM,CL_PPM,K_PPM,CA_PPM,SC_PPM,TI_PPM,V_PPM,CR_PPM,MN_PPM,FE_PPM,CO_PPM,NI_PPM,CU_PPM,ZN_PPM,GA_PPM,GE_PPM,AS_PPM,SE_PPM,BR_PPM,RB_PPM,SR_PPM,Y_PPM,ZR_PPM,NB_PPM,MO_PPM,RU_PPM,RH_PPM,PD_PPM,AG_PPM,CD_PPM,IN_PPM,SN_PPM,SB_PPM,TE_PPM,I_PPM,CS_PPM,BA_PPM,LA_PPM,CE_PPM,PR_PPM,ND_PPM,SM_PPM,EU_PPM,GD_PPM,TB_PPM,DY_PPM,HO_PPM,ER_PPM,TM_PPM,YB_PPM,LU_PPM,HF_PPM,TA_PPM,W_PPM,RE_PPM,OS_PPM,IR_PPM,PT_PPM,AU_PPM,HG_PPM,TL_PPM,PB_PPM,BI_PPM,TH_PPM,U_PPM
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_COCOS 3 [20692],NOT GIVEN [20692],VOL,64.0965,0.136,13.99,,,2.85,0.4369,0.0124,0.0819,7.04,4.18,0.0243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_COCOS 3 [20692],NOT GIVEN [20692],VOL,64.077,0.1293,13.78,,,2.75,0.407,0,0.0772,6.02,4.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_COCOS 3 [20692],NOT GIVEN [20692],VOL,64.194,0.1367,13.86,,,2.65,0.4201,0,0.0579,6.08,4.78,0.0105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_COCOS 3 [20692],NOT GIVEN [20692],VOL,63.69675,0.1147,13.73,,,2.71,0.4323,0.0646,0.1127,8.67,2.9,0.0287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_COCOS 3 [20692],NOT GIVEN [20692],VOL,64.28175,0.1657,13.85,,,2.71,0.4286,0.0247,0.1863,7.05,4.34,0.0188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_COCOS 3 [20692],NOT GIVEN [20692],VOL,64.00875,0.143,13.9,,,2.84,0.4285,0.0183,0.1047,6.14,4.76,0.0316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_COCOS 3 [20692],NOT GIVEN [20692],VOL,63.67725,0.1403,13.71,,,2.84,0.4354,0.0261,0.0736,6.33,4.6,0.0233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_COCOS 3 [20692],NOT GIVEN [20692],VOL,63.79425,0.169,13.85,,,2.77,0.4458,0.0046,0.0767,6.12,4.64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_COCOS 40 [20692],NOT GIVEN [20692],VOL,63.15075,0.1392,13.67,,,2.83,0.4026,0.0116,0.1125,8.66,3.09,0.0148,0.66,,,,,,,,,,,,,3287.62,2.87,,,45.35,,,0.23,,,,,,,,,155.54,80.08,44.17,1155.72,391.52,,,,,,,,,,,,1.93,34.48,69.98,148.2,13.18,80.76,9.3,0.27,6.26,1.04,5.69,1.44,2.73,0.59,5.97,0.69,35.13,20.77,,,,,,,,,5.62,,74.36,5.95
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_COCOS 40 [20692],NOT GIVEN [20692],VOL,63.65775,0.1409,13.95,,,2.54,0.4174,0.027,0.088,8.26,2.44,0,1.47,,,,,,,,,,,,,3287.62,1.55,,,33.21,,,0,,,,,,,,,224.89,61.68,69.25,1583.78,504.75,,,,,,,,,,,,2.15,33.81,131.62,197.16,20.71,69.18,14.73,0.16,11.37,1.62,11.66,1.9,7.25,1,7.06,0.9,49.13,30.92,,,,,,,,,8.58,,57.38,14.16
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_COCOS 40 [20692],NOT GIVEN [20692],VOL,62.62425,0.1342,13.51,,,2.52,0.435,0.0392,0.1991,8.09,2.35,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_COCOS 40 [20692],NOT GIVEN [20692],VOL,64.14525,0.1526,13.47,,,2.51,0.4291,0.026,0.1489,7.68,3.91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_COCOS 40 [20692],NOT GIVEN [20692],VOL,63.492,0.1365,13.63,,,2.89,0.4304,0.0234,0.1445,8.14,3.62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_COCOS 40 [20692],NOT GIVEN [20692],VOL,62.985,0.1177,13.42,,,2.66,0.4205,0.0265,0.1285,8.49,3.06,0.0281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_COCOS 40 [20692],NOT GIVEN [20692],VOL,63.96,0.147,13.96,,,2.74,0.4242,0.0314,0.1158,8.57,2.04,0.0341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_COCOS 40 [20692],NOT GIVEN [20692],VOL,63.843,0.1274,13.95,,,2.67,0.4205,0.0394,0.1424,8.2,3.13,0.0116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_COCOS 40 [20692],NOT GIVEN [20692],VOL,62.985,0.1177,13.65,,,2.53,0.4089,0.0174,0.1571,8.11,3.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_COCOS 40 [20692],NOT GIVEN [20692],VOL,61.893,0.1594,13.3,,,2.67,0.4008,0.0039,0.0868,7.94,2.24,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_COCOS 40 [20692],NOT GIVEN [20692],VOL,,,,,,,,,,,,,0.77,,,,,,,,,,,,,3287.62,3.25,,,0,,,0,,,,,,,,,264.63,21.73,70.24,1147.97,401.54,,,,,,,,,,,,3.28,14.96,158.47,250.13,25.9,87.68,15.09,0.141,13.29,2.18,13.94,2.68,8.66,1.24,7.61,1.26,36.83,25.94,,,,,,,,,14.49,,46.54,8.68
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_4C400 [620],TRACHYTE [620],VOL,58.4,1.1,19,4.7,1.9,,1.7,0.69,0.09,4.8,5.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_4C401 [620],"BASALT, ALKALINE, OLIVINE [620]",VOL,48.3,3.4,19,6.5,2.8,,7,3.7,0.2,2.13,3.4,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_4C402 [620],"BASALT, ALKALINE, OLIVINE [620]",VOL,48.8,3.5,18.6,5.3,3.7,,7.2,3.8,0.17,2.22,3.2,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
