TECTONIC_SETTING,LOCATION,LATITUDE,LONGITUDE,LAND_SEA,SAMPLE_NAME,ROCK_NAME,ROCK_TYPE,SIO2_WT,TIO2_WT,AL2O3_WT,FE2O3_WT,FEO_WT,FEOT_WT,CAO_WT,MGO_WT,MNO_WT,K2O_WT,NA2O_WT,P2O5_WT,LI_PPM,BE_PPM,B_PPM,C_PPM,CO2_PPM,F_PPM,NA_PPM,MG_PPM,AL_PPM,P_PPM,S_PPM,CL_PPM,K_PPM,CA_PPM,SC_PPM,TI_PPM,V_PPM,CR_PPM,MN_PPM,FE_PPM,CO_PPM,NI_PPM,CU_PPM,ZN_PPM,GA_PPM,GE_PPM,AS_PPM,SE_PPM,BR_PPM,RB_PPM,SR_PPM,Y_PPM,ZR_PPM,NB_PPM,MO_PPM,RU_PPM,RH_PPM,PD_PPM,AG_PPM,CD_PPM,IN_PPM,SN_PPM,SB_PPM,TE_PPM,I_PPM,CS_PPM,BA_PPM,LA_PPM,CE_PPM,PR_PPM,ND_PPM,SM_PPM,EU_PPM,GD_PPM,TB_PPM,DY_PPM,HO_PPM,ER_PPM,TM_PPM,YB_PPM,LU_PPM,HF_PPM,TA_PPM,W_PPM,RE_PPM,OS_PPM,IR_PPM,PT_PPM,AU_PPM,HG_PPM,TL_PPM,PB_PPM,BI_PPM,TH_PPM,U_PPM
SUBMARINE RIDGE,GALAPAGOS RIDGE / GALAPAGOS RIDGE,0.74,-87.48,SAQ,s_TR1641D-2A [2105],BASALT [2105],VOL,50.13,1.89,13.56,2.25,11.01,,11.01,6.37,,0.14,2.52,0.17,,,,,,,,,,,,,,,47,,458,60,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,15.1,,11.8,4.8,1.6,,1.2,,,,0.74,4.8,0.65,,,,,,,,,,,,,,
SUBMARINE RIDGE,GALAPAGOS RIDGE / GALAPAGOS RIDGE,0.72,-87.86,SAQ,s_TR1642D-1 [2105],BASALT [2105],VOL,50.06,2.16,13.48,2.57,11.74,,10.24,5.78,,0.28,2.84,0.25,,,,,,,,,,,,,,,45,,462,53,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,22.9,,15,5.8,1.7,,1.3,,,,0.88,5.3,0.71,,,,,,,,,,,,,,
SUBMARINE RIDGE,GALAPAGOS RIDGE / GALAPAGOS RIDGE,0.73,-88.24,SAQ,s_TR1643D-1B [2105],BASALT [2105],VOL,50.25,1.48,13.87,1.88,10.15,,11.4,7.56,,0.09,2.28,0.13,,,,,,,,,,,,,,,47,,373,215,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,12.9,,11.8,3.8,1.4,,0.9,,,,0.82,4.7,0.54,,,,,,,,,,,,,,
SUBMARINE RIDGE,GALAPAGOS RIDGE / GALAPAGOS RIDGE,0.75,-88.6,SAQ,s_TR1644D-3B [2105],BASALT [2105],VOL,49.54,1.62,13.67,1.96,10.69,,11.21,6.9,,0.09,2.52,0.14,,,,,,,,,,,,,,,47,,410,100,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,10.1,,8.6,3.8,1.4,,1,,,,0.68,4.5,0.58,,,,,,,,,,,,,,
SUBMARINE RIDGE,GALAPAGOS RIDGE / GALAPAGOS RIDGE,0.84,-89.59,SAQ,s_TR1646D-2A [2105],BASALT [2105],VOL,49.93,1.51,14.41,1.53,8.96,,12.03,7.21,,0.14,2.43,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,GALAPAGOS RIDGE / GALAPAGOS RIDGE,0.86,-89.99,SAQ,s_TR1647D-1 [2105],BASALT [2105],VOL,49.55,1.6,14.9,4.39,7.53,,12.12,7.19,,0.16,2.63,0.15,,,,,,,,,,,,,,,47,,351,180,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,16.6,,12.8,4.3,1.5,,1,,,,0.66,3.5,0.52,,,,,,,,,,,,,,
SUBMARINE RIDGE,GALAPAGOS RIDGE / GALAPAGOS RIDGE,0.91,-90.38,SAQ,s_TR1648D-2 [2105],BASALT [2105],VOL,49.42,2.28,13.3,1.53,12.61,,10.44,5.46,,0.4,3.13,0.25,,,,,,,,,,,,,,,41,,441,287,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,28.7,,19.4,6,2,,1.3,,,,0.91,5.4,0.69,,,,,,,,,,,,,,
SUBMARINE RIDGE,GALAPAGOS RIDGE / GALAPAGOS RIDGE,0.93,-90.5,SAQ,s_TR1649D-3A [2105],BASALT [2105],VOL,47.87,1.84,16.03,0.98,8.25,,11.55,7.67,,0.44,2.83,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,GALAPAGOS RIDGE / GALAPAGOS RIDGE,1.9,-90.95,SAQ,s_TR16426D-1A [2105],BASALT [2105],VOL,50.62,1.85,13.56,1.32,10.28,,10.64,6.45,,0.28,2.41,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,GALAPAGOS RIDGE / GALAPAGOS RIDGE,1.81,-91.26,SAQ,s_RC10-56 [2105],BASALT [2105],VOL,50.5,1.6,15.3,2.8,7.1,,11.2,7.3,,0.28,2.6,0.21,,,,,,,,,,,,,,,38,,261,347,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,19.1,,13.9,3.6,1.4,,0.9,,,,0.51,3.1,0.45,,,,,,,,,,,,,,
SUBMARINE RIDGE,GALAPAGOS RIDGE / GALAPAGOS RIDGE,2.25,-92.69,SAQ,s_TR16412D-4 [2105],BASALT [2105],VOL,50.01,1.37,14.93,1.87,8.68,,12.42,7.53,,0.17,2.47,0.14,,,,,,,,,,,,,,,45,,327,108,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,14,,11.3,3.6,1.3,,0.8,,,,0.72,3.5,0.53,,,,,,,,,,,,,,
SUBMARINE RIDGE,GALAPAGOS RIDGE / GALAPAGOS RIDGE,2.47,-93.76,SAQ,s_TR16414D-2 [2105],BASALT [2105],VOL,50.81,1.6,13.93,1.94,9.87,,11.63,6.75,,0.24,2.43,0.21,,,,,,,,,,,,,,,43,,377,121,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,3.9,1.4,,1.1,,,,0.56,4.5,0.61,,,,,,,,,,,,,,
SUBMARINE RIDGE,GALAPAGOS RIDGE / GALAPAGOS RIDGE,2.52,-94.06,SAQ,s_TR16415D-3 [2105],BASALT [2105],VOL,50.01,2.33,13.87,2.02,10.83,,10.91,6.68,,0.18,2.5,0.17,,,,,,,,,,,,,,,46,,439,91,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,15.9,,,4.5,1.5,,1,,,,0.82,4.5,0.61,,,,,,,,,,,,,,
SUBMARINE RIDGE,GALAPAGOS RIDGE / GALAPAGOS RIDGE,2.24,-97.86,SAQ,s_TR16421D-2 [2105],BASALT [2105],VOL,50.3,1.29,15.06,1.6,7.93,,12.32,7.91,,0.1,2.32,0.1,,,,,,,,,,,,,,,39,,289,385,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,9.4,,8.1,3.4,1.2,,0.8,,,,0.59,3.4,0.4,,,,,,,,,,,,,,
