TECTONIC_SETTING,LOCATION,LATITUDE,LONGITUDE,LAND_SEA,SAMPLE_NAME,ROCK_NAME,ROCK_TYPE,SIO2_WT,TIO2_WT,AL2O3_WT,FE2O3_WT,FEO_WT,FEOT_WT,CAO_WT,MGO_WT,MNO_WT,K2O_WT,NA2O_WT,P2O5_WT,LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM)
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.299,-91.197,SAQ,s_D49F [11695],BASALT [11695],VOL,48.23,3.49,13.7,,,13.83,10.42,5.38,0.17,0.62,3.29,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.268,-91.144,SAQ,s_D50A [11695],BASALT [11695],VOL,48.58,4.23,13.18,,,14.23,9.59,5.13,0.22,0.71,3.24,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.235,-91.162,SAQ,s_D51B [11695],BASALT [11695],VOL,48.55,3.54,13.66,,,13.46,10.26,5.51,0.19,0.7,3.18,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.235,-91.162,SAQ,s_D51C [11695],BASALT [11695],VOL,48.84,3.67,13.59,,,13.06,10.33,5.51,0.2,0.69,3.24,0.45,,,,,,,,,,,,,,,37.1,,,160,,,49,76,111,132,,,,,,14,292,40.8,220.4,33.6,,,,,,,,,,,,,154,22.1,50.6,7.02,29.8,7.52,2.34,7.77,1.25,7.35,1.47,3.95,0.55,3.31,0.47,5.3,2.1,,,,,,,,,1.4,,2.1,0.6
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.212,-91.135,SAQ,s_D52 BURLAP [11695],BASALT [11695],VOL,48.66,3.39,13.4,,,12.53,11.53,6.24,0.19,0.55,3.09,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.212,-91.135,SAQ,s_D52* [11695],BASALT [11695],VOL,48.39,3.32,13.46,,,12.84,11.58,6.14,0.2,0.55,3.02,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.189,-91.118,SAQ,s_D53A [11695],BASALT [11695],VOL,50.13,3.47,13.26,,,13.15,9.76,5.17,0.23,0.79,3.25,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.189,-91.118,SAQ,s_D53B [11695],BASALT [11695],VOL,49.4,4.18,13.11,,,13.83,9.49,5.04,0.22,0.76,3.2,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.189,-91.118,SAQ,s_D53C [11695],BASALT [11695],VOL,50.27,3.43,13.32,,,13.13,9.56,5.22,0.22,0.75,3.34,0.42,,,,,,,,,,,,,,,30.3,,,120,,,51,109,91,137,,,,,,13,289,38.1,230.3,31.7,,,,,,,,,,,,,130,21.2,49.1,6.86,29.6,7.61,2.36,7.94,1.26,7.2,1.44,3.79,0.54,3.16,0.45,5.8,2.1,,,,,,,,,1.5,,2.1,0.6
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.189,-91.118,SAQ,s_D53D [11695],BASALT [11695],VOL,50.21,3.38,13.44,,,13.13,9.53,5.29,0.17,0.72,3.24,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.098,-91.162,SAQ,s_D55A [11695],BASALT [11695],VOL,48.38,2.69,14.51,,,11.71,11.59,6.47,0.16,0.54,3.06,0.44,,,,,,,,,,,,,,,40,,,120,,,49,87,101,99,,,,,,9,326,26.5,140.4,22.7,,,,,,,,,,,,,111,15,33.4,4.6,19.4,4.71,1.56,4.97,0.78,4.67,0.94,2.49,0.35,2.06,0.3,3.4,1.3,,,,,,,,,1.1,,1.4,0.4
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.098,-91.162,SAQ,s_D55B [11695],BASALT [11695],VOL,48.68,2.7,14.34,,,11.68,11.62,6.51,0.18,0.57,3.07,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.098,-91.162,SAQ,s_D55C [11695],BASALT [11695],VOL,48.5,2.72,14.21,,,11.97,11.44,6.58,0.22,0.59,3.07,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.098,-91.162,SAQ,s_D55D [11695],BASALT [11695],VOL,48.55,2.69,14.19,,,11.95,11.6,6.49,0.17,0.58,3.04,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.098,-91.162,SAQ,s_D55G [11695],BASALT [11695],VOL,48.35,2.74,14.35,,,11.99,11.68,6.41,0.19,0.56,2.95,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.142,-91.151,SAQ,s_D56A [11695],BASALT [11695],VOL,48.65,3.59,13.46,,,13.2,10.52,5.87,0.19,0.63,3.08,0.47,,,,,,,,,,,,,,,31.9,,,150,,,44,69,107,127,,,,,,11,262,34.5,196.6,30.4,,,,,,,,,,,,,114,18.4,42.3,5.9,25,6.22,1.98,6.44,1.01,6.26,1.24,3.26,0.45,2.69,0.39,4.7,1.8,,,,,,,,,1.2,,1.8,0.5
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.142,-91.151,SAQ,s_D56C [11695],BASALT [11695],VOL,48.57,3.63,13.37,,,13.44,10.55,5.86,0.22,0.65,3.01,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.142,-91.151,SAQ,s_D56E [11695],BASALT [11695],VOL,48.97,3.61,13.43,,,12.96,10.71,5.96,0.2,0.63,3.03,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.161,-91.133,SAQ,s_D57A [11695],BASALT [11695],VOL,48.5,3.69,13.32,,,13.45,10.4,5.74,0.2,0.6,3.07,0.57,,,,,,,,,,,,,,,33.7,,,97,,,47,57,118,137,,,,,,11,278,39.9,217.7,33.5,,,,,,,,,,,,,122,20.7,48.4,6.87,30,7.86,2.53,8.19,1.32,7.53,1.51,3.94,0.45,3.25,0.47,5.4,2.1,,,,,,,,,1.4,,2.1,0.7
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.161,-91.133,SAQ,s_D57B [11695],BASALT [11695],VOL,48.54,3.7,13.31,,,13.38,10.33,5.73,0.21,0.58,3.05,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.161,-91.133,SAQ,s_D57C [11695],BASALT [11695],VOL,48.63,3.71,13.38,,,13.44,10.41,5.74,0.17,0.58,3.06,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.161,-91.133,SAQ,s_D57D [11695],BASALT [11695],VOL,48.62,3.71,13.48,,,13.39,10.42,5.8,0.21,0.58,2.99,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.161,-91.133,SAQ,s_D57E [11695],BASALT [11695],VOL,48.62,3.69,13.45,,,13.5,10.44,5.77,0.17,0.58,3.04,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.171,-91.016,SAQ,s_D58A [11695],BASALT [11695],VOL,48.81,3.58,13.78,,,12.62,10.63,5.96,0.2,0.56,3.07,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.171,-91.016,SAQ,s_D58 BURLAP [11695],BASALT [11695],VOL,49.16,3.61,13.54,,,12.56,10.88,5.81,0.19,0.58,3.06,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.369,-90.945,SAQ,s_D61 [11695],BASALT [11695],VOL,48.85,4.13,13.33,,,14.14,9.99,5.01,0.25,0.65,2.94,0.58,,,,,,,,,,,,,,,52.9,,,175,,,59,69,127,135,,,,,,12,339,46.2,248.5,36.5,,,,,,,,,,,,,137,21.9,52.2,7.46,33.1,8.88,2.93,9.48,1.54,9.05,1.82,4.8,0.47,4.05,0.58,6.5,2.5,,,,,,,,,1.5,,2.2,0.7
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.351,-90.845,SAQ,s_D62 [11695],BASALT [11695],VOL,50.01,3.59,13.83,,,11.9,10.52,5.6,0.31,0.68,3.05,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.416,-90.791,SAQ,s_D63 [11695],BASALT [11695],VOL,48.65,2.78,14.4,,,11.64,11.78,6.63,0.17,0.44,2.93,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.476,-90.749,SAQ,s_D64D [11695],BASALT [11695],VOL,49.5,2.99,14.73,,,11.9,10.85,5.63,0.11,0.58,3.08,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.476,-90.749,SAQ,s_D64E [11695],BASALT [11695],VOL,49.55,2.98,14.66,,,11.84,10.88,5.6,0.17,0.57,3.05,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE),1.439,-90.75,SAQ,s_D70D [11695],BASALT [11695],VOL,49.07,3.32,13.63,,,13.24,10.61,5.64,0.2,0.56,2.99,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE),1.439,-90.75,SAQ,s_D70E [11695],BASALT [11695],VOL,49.47,2.53,14.41,,,11.05,11.84,6.82,0.19,0.45,2.66,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE),1.439,-90.75,SAQ,s_D70I [11695],BASALT [11695],VOL,49.24,3.31,13.75,,,12.97,10.49,5.65,0.22,0.56,3.04,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE),1.336,-90.857,SAQ,s_D72A [11695],BASALT [11695],VOL,49.06,3.89,13.22,,,13.94,9.76,4.95,0.37,0.74,3.25,0.42,,,,,,,,,,,,,,,43.1,,,49,,,52,52,122,116,,,,,,13,287,42.1,233.8,35.1,,,,,,,,,,,,,138,21.9,50.8,7.15,31.2,8.11,2.62,8.65,1.4,8.29,1.68,4.46,0.5,3.77,0.55,6.2,2.4,,,,,,,,,1.7,,2.4,0.7
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE),1.336,-90.857,SAQ,s_D72B [11695],BASALT [11695],VOL,49.17,3.86,13.24,,,13.69,9.94,5.05,0.28,0.71,3.22,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE),1.513,-90.515,SAQ,s_D65C [11695],BASALT [11695],VOL,48.51,2.69,15.1,,,10.97,11.71,6.3,0.18,0.75,3.3,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,"GALAPAGOS ISLANDS / FLOREANA (SANTA MARIA, CHARLES)",1.511,-90.553,SAQ,s_D66A [11695],BASALT [11695],VOL,48.67,3.33,13.59,,,13.31,10.75,5.79,0.16,0.57,3.12,0.33,,,,,,,,,,,,,,,57.5,,,251,,,61,106,121,100,,,,,,9,313,35.3,177.3,25.7,,,,,,,,,,,,,105,15.8,37.4,5.33,23.8,6.42,2.2,7.1,1.16,7,1.43,3.81,0.43,3.28,0.47,4.8,1.8,,,,,,,,,1.1,,1.6,0.5
OCEAN ISLAND,"GALAPAGOS ISLANDS / FLOREANA (SANTA MARIA, CHARLES)",1.604,-90.606,SAQ,s_D68A [11695],BASALT [11695],VOL,49.72,3.31,13.7,,,12.41,10.47,5.8,0.24,0.56,3.1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,"GALAPAGOS ISLANDS / FLOREANA (SANTA MARIA, CHARLES)",1.604,-90.606,SAQ,s_D68C [11695],BASALT [11695],VOL,49.45,3.3,13.48,,,12.79,10.57,5.8,0.24,0.55,3.09,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,"GALAPAGOS ISLANDS / FLOREANA (SANTA MARIA, CHARLES)",1.604,-90.606,SAQ,s_D68D [11695],BASALT [11695],VOL,49.73,3.32,13.53,,,12.74,10.39,5.74,0.18,0.57,3.1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,"GALAPAGOS ISLANDS / FLOREANA (SANTA MARIA, CHARLES)",1.087,-91.149,SAQ,s_D54A [11695],BASALT [11695],VOL,49.16,4.01,13.11,,,14.25,9.58,4.89,0.35,0.75,3.43,0.48,,,,,,,,,,,,,,,32.3,,,40,,,50,31,64,138,,,,,,16,315,45.5,259.2,39.7,,,,,,,,,,,,,162,25.8,59.4,8.1,34.8,8.69,2.73,9.04,1.47,8.59,1.74,4.66,0.65,3.98,0.58,6.2,2.7,,,,,,,,,1.7,,2.3,0.9
OCEAN ISLAND,"GALAPAGOS ISLANDS / FLOREANA (SANTA MARIA, CHARLES)",1.087,-91.149,SAQ,s_D54B [11695],BASALT [11695],VOL,49.29,2.84,14.84,,,11.31,11.53,6.26,0.19,0.53,2.93,0.29,,,,,,,,,,,,,,,38.7,,,186,,,61,62,94,113,,,,,,11,347,35.1,191.2,28.6,,,,,,,,,,,,,111,17.7,40.9,5.65,24.4,6.19,2.01,6.37,1.02,5.91,1.19,3.16,0.44,2.6,0.37,3.9,1.8,,,,,,,,,0.9,,1.3,0.5
OCEAN ISLAND,"GALAPAGOS ISLANDS / FLOREANA (SANTA MARIA, CHARLES)",1.452,-90.642,SAQ,s_D69F [11695],BASALT [11695],VOL,49.71,2.74,14.41,,,11.75,11.15,6.16,0.24,0.69,2.84,0.3,,,,,,,,,,,,,,,34.8,,,213,,,65,83,90,112,,,,,,13,316,35.7,194.1,26.4,,,,,,,,,,,,,113,18.5,42.6,5.82,25.3,6.52,2.1,6.89,1.12,6.62,1.34,3.63,0.51,3.07,0.45,4.7,1.9,,,,,,,,,2.4,,1.7,0.5
OCEAN ISLAND,"GALAPAGOS ISLANDS / FLOREANA (SANTA MARIA, CHARLES)",1.35,-90.725,SAQ,s_D71A [11695],BASALT [11695],VOL,47.54,2.31,16.89,,,10.66,9.45,8.69,0.3,0.82,3.06,0.29,,,,,,,,,,,,,,,24.4,,,231,,,54,157,51,93,,,,,,13,427,24.5,137,23,,,,,,,,,,,,,107,18.5,42.1,5.58,23.7,5.52,1.84,5.41,0.83,4.73,0.94,2.47,0.34,2.07,0.3,3.2,1.5,,,,,,,,,1.5,,1.4,0.4
OCEAN ISLAND,"GALAPAGOS ISLANDS / FLOREANA (SANTA MARIA, CHARLES)",1.248,-90.803,SAQ,s_D73A [11695],BASALT [11695],VOL,48.82,2.22,15.93,,,10.69,12.33,6.42,0.19,0.51,2.65,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,"GALAPAGOS ISLANDS / FLOREANA (SANTA MARIA, CHARLES)",1.511,-90.553,SAQ,s_D66B [11695],BASALT [11695],VOL,46.1,3.1,14.47,,,12.7,10.96,5.69,3.15,0.66,2.77,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,"GALAPAGOS ISLANDS / FLOREANA (SANTA MARIA, CHARLES)",1.568,-90.589,SAQ,s_D67A [11695],BASALT [11695],VOL,48.71,4.07,12.93,,,14.55,10.27,5.32,0.24,0.65,2.84,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,"GALAPAGOS ISLANDS / FLOREANA (SANTA MARIA, CHARLES)",1.568,-90.589,SAQ,s_D67B [11695],BASALT [11695],VOL,48.68,4.04,13.2,,,13.93,10.43,5.46,0.3,0.61,2.94,0.41,,,,,,,,,,,,,,,36.9,,,89,,,69,59,128,149,,,,,,13,296,49.1,254.5,35,,,,,,,,,,,,,129,22.5,51.5,7.14,31.4,8.22,2.52,8.68,1.41,8.37,1.71,4.59,0.64,3.84,0.55,5.4,2.3,,,,,,,,,2.5,,1.7,0.5
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.268,-91.144,SAQ,s_D50A [11695],BASALT [11695],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE),1.439,-90.75,SAQ,s_D70A [11695],BASALT [11695],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,"GALAPAGOS ISLANDS / FLOREANA (SANTA MARIA, CHARLES)",1.604,-90.606,SAQ,s_D68B [11695],BASALT [11695],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / GALAPAGOS ISLANDS,-0.5,-90,SAE,s_1 [2048],"BASALT, THOLEIITIC [2048]",VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / GALAPAGOS ISLANDS,-0.5,-90,SAE,s_2 [2048],"BASALT, THOLEIITIC [2048]",VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / GALAPAGOS ISLANDS,-0.5,-90,SAE,s_3 [2048],"BASALT, THOLEIITIC [2048]",VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / GALAPAGOS ISLANDS,-0.5,-90,SAE,s_4 [2048],"BASALT, THOLEIITIC [2048]",VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / GALAPAGOS ISLANDS,-0.5,-90,SAE,s_5 [2048],"BASALT, ALKALINE [2048]",VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / GALAPAGOS ISLANDS,-0.5,-90,SAE,s_6 [2048],"BASALT, ALKALINE [2048]",VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / GALAPAGOS ISLANDS,-0.5,-90,SAE,s_7 [2048],"BASALT, ALKALINE [2048]",VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / GALAPAGOS ISLANDS,-0.5,-90,SAE,s_8 [2048],BASALT [2048],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / GALAPAGOS ISLANDS,-0.5,-90,SAE,s_9 [2048],GABBRO [2048],PLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.34,-91.47,SAE,s_NMNH 113710-F709 [12353],NOT GIVEN [12353],VOL,48.58673,4.14469,13.1981,,,14.08757,10.799,5.7697,0.19757,0.61207,2.90897,0.35637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,18.92754807,37.59062608,5.689309436,28.75220994,7.408895008,2.274304723,7.417589207,1.102663278,7.361937187,1.409067132,3.799500139,0.511704182,3.294016976,0.477295007,,,0.218,,,,,,,,,,1.64,0.4
